Protein IDs,Protein names,Gene names,Fasta headers,Proteins,copy number per cell sample  1,copy number per cell sample  2,copy number per cell sample  3,Average copy number
P0ABB0,ATP synthase subunit alpha,atpA,>sp|P0ABB0|ATPA_ECOLI ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1,1,3672.551965,3008.866429,3734.430724,3471.949706
P0AB98,ATP synthase subunit a,atpB,>sp|P0AB98|ATP6_ECOLI ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1,1,174.2474846,131.3117417,159.8726645,155.1439636
P0A6E6,ATP synthase epsilon chain,atpC,>sp|P0A6E6|ATPE_ECOLI ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2,1,647.512398,656.9009052,1025.758187,776.7238299
P0ABB4,ATP synthase subunit beta,atpD,>sp|P0ABB4|ATPB_ECOLI ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2,1,3515.204239,2721.688723,3311.388935,3182.760632
P68699,ATP synthase subunit c,atpE,>sp|P68699|ATPL_ECOLI ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1,1,3872.859295,3436.617764,3639.839419,3649.772159
P0ABA0,ATP synthase subunit b,atpF,>sp|P0ABA0|ATPF_ECOLI ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1,1,2797.584306,2161.743441,2663.095101,2540.807616
P0ABA6,ATP synthase gamma chain,atpG,>sp|P0ABA6|ATPG_ECOLI ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1,1,1644.152376,1318.587145,1603.96679,1522.235437
P0ABA4,ATP synthase subunit delta,atpH,>sp|P0ABA4|ATPD_ECOLI ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1,1,919.7001302,618.6688528,880.6892197,806.3527342
P09053,Valine--pyruvate aminotransferase,avtA,>sp|P09053|AVTA_ECOLI Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3,1,93.75259718,39.75450626,40.42127871,57.97612738
P41407,FMN-dependent NADH-azoreductase,azoR,>sp|P41407|AZOR_ECOLI FMN-dependent NADH-azoreductase OS=Escherichia coli (strain K12) GN=azoR PE=1 SV=3,1,300.4613407,340.388156,398.4173058,346.4222675
P69228,Transcriptional regulatory protein BaeR,baeR,>sp|P69228|BAER_ECOLI Transcriptional regulatory protein BaeR OS=Escherichia coli (strain K12) GN=baeR PE=1 SV=1,1,112.9172444,84.37792486,99.25159663,98.84892198
P30847,Signal transduction histidine-protein kinase BaeS,baeS,>sp|P30847|BAES_ECOLI Signal transduction histidine-protein kinase BaeS OS=Escherichia coli (strain K12) GN=baeS PE=1 SV=2,1,3.233583076,2.071149213,4.100975252,3.135235847
P0AEC5,Signal transduction histidine-protein kinase BarA,barA,>sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1,1,2.728934621,3.040692086,3.28672347,3.018783392
P30843,Transcriptional regulatory protein BasR,basR,>sp|P30843|BASR_ECOLI Transcriptional regulatory protein BasR OS=Escherichia coli (strain K12) GN=basR PE=1 SV=3,1,79.63233212,58.00775178,62.88740492,66.84249627
P30844,Sensor protein BasS,basS,>sp|P30844|BASS_ECOLI Sensor protein BasS OS=Escherichia coli (strain K12) GN=basS PE=1 SV=1,1,36.85318145,25.16873231,23.03291251,28.35160876
P0AE52,Putative peroxiredoxin bcp,bcp,>sp|P0AE52|BCP_ECOLI Putative peroxiredoxin bcp OS=Escherichia coli (strain K12) GN=bcp PE=1 SV=1,1,935.9666744,692.6367767,727.9995413,785.5343308
P28246,Bicyclomycin resistance protein,bcr,>sp|P28246|BCR_ECOLI Bicyclomycin resistance protein OS=Escherichia coli (strain K12) GN=bcr PE=1 SV=4,1,2.119387973,2.27462009,2.143106274,2.179038112
P37653,Cellulose synthase catalytic subunit [UDP-forming],bcsA,>sp|P37653|BCSA_ECOLI Cellulose synthase catalytic subunit [UDP-forming] OS=Escherichia coli (strain K12) GN=bcsA PE=1 SV=3,1,0,0.452286849,0.345955547,0.266080798
P37652,Cyclic di-GMP-binding protein,bcsB,>sp|P37652|BCSB_ECOLI Cyclic di-GMP-binding protein OS=Escherichia coli (strain K12) GN=bcsB PE=1 SV=2,1,60.06388427,70.95675146,63.94967537,64.9901037
P37650,Cellulose synthase operon protein C,bcsC,>sp|P37650|BCSC_ECOLI Cellulose synthase operon protein C OS=Escherichia coli (strain K12) GN=bcsC PE=1 SV=3,1,12.15132077,7.671894293,13.0939973,10.97240412
P37651,Endoglucanase,bcsZ,>sp|P37651|GUN_ECOLI Endoglucanase OS=Escherichia coli (strain K12) GN=bcsZ PE=1 SV=1,1,51.66756263,27.55496698,42.18038511,40.46763824
P17444,Choline dehydrogenase,betA,>sp|P17444|BETA_ECOLI Choline dehydrogenase OS=Escherichia coli (strain K12) GN=betA PE=1 SV=1,1,0,2.731039079,2.202003629,1.644347569
P17445,Betaine aldehyde dehydrogenase,betB,>sp|P17445|BETB_ECOLI Betaine aldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=betB PE=1 SV=3,1,76.86946079,44.07734246,71.49334445,64.1467159
P17446,HTH-type transcriptional regulator BetI,betI,>sp|P17446|BETI_ECOLI HTH-type transcriptional regulator BetI OS=Escherichia coli (strain K12) GN=betI PE=3 SV=1,1,3.97785455,6.680809317,8.975047924,6.544570597
Q46829,6-phospho-beta-glucosidase BglA,bglA,>sp|Q46829|BGLA_ECOLI 6-phospho-beta-glucosidase BglA OS=Escherichia coli (strain K12) GN=bglA PE=1 SV=2,1,347.4570213,318.794179,388.4868314,351.5793439
P33363,Periplasmic beta-glucosidase,bglX,>sp|P33363|BGLX_ECOLI Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) GN=bglX PE=1 SV=2,1,74.48100386,67.56586628,76.13240348,72.72642454
P0A6E9,ATP-dependent dethiobiotin synthetase BioD 2,bioD2,>sp|P0A6E9|BIOD2_ECOLI ATP-dependent dethiobiotin synthetase BioD 2 OS=Escherichia coli (strain K12) GN=bioD2 PE=3 SV=1,1,688.1614223,679.2294811,803.7039011,723.6982681
P13001,Pimelyl-[acyl-carrier protein] methyl ester esterase,bioH,>sp|P13001|BIOH_ECOLI Pimelyl-[acyl-carrier protein] methyl ester esterase OS=Escherichia coli (strain K12) GN=bioH PE=1 SV=1,1,33.30944106,24.24107744,22.70798047,26.75283299
P06709,Bifunctional protein BirA;Biotin operon repressor;Biotin--[acetyl-CoA-carboxylase] synthetase,birA,>sp|P06709|BIRA_ECOLI Bifunctional protein BirA OS=Escherichia coli (strain K12) GN=birA PE=1 SV=1,1,22.16061,27.84832472,46.92100578,32.30998017
P0ABE2,Protein BolA,bolA,>sp|P0ABE2|BOLA_ECOLI Protein BolA OS=Escherichia coli (strain K12) GN=bolA PE=1 SV=1,1,169.8538005,244.3282336,310.8892921,241.6904421
P77330,Lipoprotein bor homolog from lambdoid prophage DLP12,borD,>sp|P77330|BORD_ECOLI Lipoprotein bor homolog from lambdoid prophage DLP12 OS=Escherichia coli (strain K12) GN=borD PE=3 SV=1,1,2049.099183,1240.329959,1860.375052,1716.601398
P0AD99,Branched-chain amino acid transport system 2 carrier protein,brnQ,>sp|P0AD99|BRNQ_ECOLI Branched-chain amino acid transport system 2 carrier protein OS=Escherichia coli (strain K12) GN=brnQ PE=1 SV=1,1,18.54887425,13.2166113,12.33441996,14.6999685
P39297,Lipoprotein BsmA,bsmA,>sp|P39297|BSMA_ECOLI Lipoprotein BsmA OS=Escherichia coli (strain K12) GN=bsmA PE=2 SV=2,1,25.40001793,24.38172103,25.1646921,24.98214368
P06129,Vitamin B12 transporter BtuB,btuB,>sp|P06129|BTUB_ECOLI Vitamin B12 transporter BtuB OS=Escherichia coli (strain K12) GN=btuB PE=1 SV=2,1,306.5048588,257.6146274,242.6787901,268.9327587
P06611,Vitamin B12 import ATP-binding protein BtuD,btuD,>sp|P06611|BTUD_ECOLI Vitamin B12 import ATP-binding protein BtuD OS=Escherichia coli (strain K12) GN=btuD PE=1 SV=1,1,0,0,4.203731607,1.401243869
P06610,Vitamin B12 transport periplasmic protein BtuE,btuE,>sp|P06610|BTUE_ECOLI Vitamin B12 transport periplasmic protein BtuE OS=Escherichia coli (strain K12) GN=btuE PE=3 SV=1,1,88.21175345,90.81858082,85.33026797,88.12020075
P37028,Vitamin B12-binding protein,btuF,>sp|P37028|BTUF_ECOLI Vitamin B12-binding protein OS=Escherichia coli (strain K12) GN=btuF PE=1 SV=2,1,2.365520343,38.6318908,8.937713668,16.6450416
P0A9H5,"Cob(I)yrinic acid a,c-diamide adenosyltransferase",btuR,">sp|P0A9H5|BTUR_ECOLI Cob(I)yrinic acid a,c-diamide adenosyltransferase OS=Escherichia coli (strain K12) GN=btuR PE=3 SV=1",1,14.62099628,18.25993318,33.44752042,22.10948329
P0A9H3,"Lysine decarboxylase, inducible",cadA,">sp|P0A9H3|LDCI_ECOLI Lysine decarboxylase, inducible OS=Escherichia coli (strain K12) GN=cadA PE=1 SV=1",1,753.4521029,565.5403916,650.9091522,656.6338822
P23890,Transcriptional activator CadC,cadC,>sp|P23890|CADC_ECOLI Transcriptional activator CadC OS=Escherichia coli (strain K12) GN=cadC PE=1 SV=1,1,27.76258957,21.64381439,19.17451308,22.86030568
P60584,Crotonobetainyl-CoA dehydrogenase,caiA,>sp|P60584|CAIA_ECOLI Crotonobetainyl-CoA dehydrogenase OS=Escherichia coli (strain K12) GN=caiA PE=1 SV=1,1,3.923990739,2.66723826,2.811708214,3.134312405
P31572,Crotonobetainyl-CoA:carnitine CoA-transferase,caiB,>sp|P31572|CAIB_ECOLI Crotonobetainyl-CoA:carnitine CoA-transferase OS=Escherichia coli (strain K12) GN=caiB PE=1 SV=3,1,13.21110135,13.00630104,13.88507856,13.36749365
P31551,Carnitinyl-CoA dehydratase,caiD,>sp|P31551|CAID_ECOLI Carnitinyl-CoA dehydratase OS=Escherichia coli (strain K12) GN=caiD PE=1 SV=4,1,104.2623646,87.79321091,95.34904937,95.80154164
P61517,Carbonic anhydrase 2,can,>sp|P61517|CAN_ECOLI Carbonic anhydrase 2 OS=Escherichia coli (strain K12) GN=can PE=1 SV=1,1,265.0362532,444.8604162,436.3843499,382.0936731
P0A6F1,Carbamoyl-phosphate synthase small chain,carA,>sp|P0A6F1|CARA_ECOLI Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) GN=carA PE=1 SV=1,1,58.40831411,61.93669074,108.3789873,76.24133071
P00968,Carbamoyl-phosphate synthase large chain,carB,>sp|P00968|CARB_ECOLI Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) GN=carB PE=1 SV=2,1,57.11112698,62.91402031,91.53947666,70.52154132
P36659,Curved DNA-binding protein,cbpA,>sp|P36659|CBPA_ECOLI Curved DNA-binding protein OS=Escherichia coli (strain K12) GN=cbpA PE=1 SV=2,1,317.7729191,218.5320913,274.0394438,270.1148181
P06961,"Multifunctional CCA protein;CCA-adding enzyme;2-nucleotidase;2,3-cyclic phosphodiesterase;Phosphatase",cca,>sp|P06961|CCA_ECOLI Multifunctional CCA protein OS=Escherichia coli (strain K12) GN=cca PE=1 SV=1,1,6.986656127,15.97606647,18.75232537,13.90501599
P0ABM1,Heme exporter protein C,ccmC,>sp|P0ABM1|CCMC_ECOLI Heme exporter protein C OS=Escherichia coli (strain K12) GN=ccmC PE=1 SV=1,1,1.290844452,0,0,0.430281484
P33927,Cytochrome c-type biogenesis protein CcmF,ccmF,>sp|P33927|CCMF_ECOLI Cytochrome c-type biogenesis protein CcmF OS=Escherichia coli (strain K12) GN=ccmF PE=1 SV=1,1,3.402937468,3.633395605,2.026518088,3.020950387
P0ABM9,Cytochrome c-type biogenesis protein CcmH,ccmH,>sp|P0ABM9|CCMH_ECOLI Cytochrome c-type biogenesis protein CcmH OS=Escherichia coli (strain K12) GN=ccmH PE=1 SV=1,1,21.34710992,13.99658596,5.344264065,13.56265332
P37047,Carbohydrate diacid regulator,cdaR,>sp|P37047|CDAR_ECOLI Carbohydrate diacid regulator OS=Escherichia coli (strain K12) GN=cdaR PE=1 SV=2,1,53.62825319,45.68883411,37.48736938,45.60148556
P0ABF6,Cytidine deaminase,cdd,>sp|P0ABF6|CDD_ECOLI Cytidine deaminase OS=Escherichia coli (strain K12) GN=cdd PE=1 SV=1,1,1420.017542,1177.97245,1421.440417,1339.810137
P76204,Putative cyclic di-GMP regulator CdgR,cdgR,>sp|P76204|CDGR_ECOLI Putative cyclic di-GMP regulator CdgR OS=Escherichia coli (strain K12) GN=cdgR PE=2 SV=1,1,7.891654975,6.039046448,6.136763787,6.68915507
P06282,CDP-diacylglycerol pyrophosphatase,cdh,>sp|P06282|CDH_ECOLI CDP-diacylglycerol pyrophosphatase OS=Escherichia coli (strain K12) GN=cdh PE=3 SV=1,1,94.31787444,80.00251643,94.98848113,89.769624
P0ABG1,Phosphatidate cytidylyltransferase,cdsA,>sp|P0ABG1|CDSA_ECOLI Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2,1,1.981658474,10.41161559,16.87212521,9.755133092
P0AE60,Cell division activator CedA,cedA,>sp|P0AE60|CEDA_ECOLI Cell division activator CedA OS=Escherichia coli (strain K12) GN=cedA PE=1 SV=2,1,22.12925179,23.44974988,33.4378364,26.33894602
P0A9H7,Cyclopropane-fatty-acyl-phospholipid synthase,cfa,>sp|P0A9H7|CFA_ECOLI Cyclopropane-fatty-acyl-phospholipid synthase OS=Escherichia coli (strain K12) GN=cfa PE=1 SV=2,1,54.74983672,39.86855699,43.9136108,46.17733484
P31801,Calcium/proton antiporter,chaA,>sp|P31801|CHAA_ECOLI Calcium/proton antiporter OS=Escherichia coli (strain K12) GN=chaA PE=1 SV=1,1,16.56066914,13.80554595,15.4614389,15.27588467
P69795,"N,N-diacetylchitobiose-specific phosphotransferase enzyme IIB component",chbB,">sp|P69795|PTQB_ECOLI N,N-diacetylchitobiose-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=chbB PE=1 SV=1",1,39.08404602,78.2717516,90.54860559,69.30146774
P17411,6-phospho-beta-glucosidase,chbF,>sp|P17411|CHBF_ECOLI 6-phospho-beta-glucosidase OS=Escherichia coli (strain K12) GN=chbF PE=1 SV=4,1,5.803207,5.096261248,8.124048032,6.341172093
P37794,UPF0249 protein ChbG,chbG,>sp|P37794|CHBG_ECOLI UPF0249 protein ChbG OS=Escherichia coli (strain K12) GN=chbG PE=2 SV=2,1,4.006955356,1.767104516,4.994287668,3.58944918
P07363,Chemotaxis protein CheA,cheA,>sp|P07363|CHEA_ECOLI Chemotaxis protein CheA OS=Escherichia coli (strain K12) GN=cheA PE=1 SV=3,1,288.2785643,286.2376881,317.3526663,297.2896396
P07330,Chemotaxis response regulator protein-glutamate methylesterase,cheB,>sp|P07330|CHEB_ECOLI Chemotaxis response regulator protein-glutamate methylesterase OS=Escherichia coli (strain K12) GN=cheB PE=1 SV=3,1,160.719424,129.4592139,150.7008592,146.9598323
P07364,Chemotaxis protein methyltransferase,cheR,>sp|P07364|CHER_ECOLI Chemotaxis protein methyltransferase OS=Escherichia coli (strain K12) GN=cheR PE=4 SV=2,1,136.4658711,131.4286788,146.9953873,138.2966457
P0A964,Chemotaxis protein CheW,cheW,>sp|P0A964|CHEW_ECOLI Chemotaxis protein CheW OS=Escherichia coli (strain K12) GN=cheW PE=1 SV=1,1,859.4374743,644.2496575,1036.311026,846.6660526
P0AE67,Chemotaxis protein CheY,cheY,>sp|P0AE67|CHEY_ECOLI Chemotaxis protein CheY OS=Escherichia coli (strain K12) GN=cheY PE=1 SV=2,1,379.8708129,341.2167633,423.7902127,381.6259296
P0A9H9,Protein phosphatase CheZ,cheZ,>sp|P0A9H9|CHEZ_ECOLI Protein phosphatase CheZ OS=Escherichia coli (strain K12) GN=cheZ PE=1 SV=1,1,1090.216174,1333.883768,1738.995257,1387.6984
P76213,Excinuclease cho,cho,>sp|P76213|CHO_ECOLI Excinuclease cho OS=Escherichia coli (strain K12) GN=cho PE=1 SV=1,1,4.795115016,2.566958382,3.268998766,3.543690722
P0A9I1,Citrate lyase subunit beta,citE,>sp|P0A9I1|CITE_ECOLI Citrate lyase subunit beta OS=Escherichia coli (strain K12) GN=citE PE=3 SV=1,1,0,2.532510662,6.352449694,2.961653452
P75726,Citrate lyase alpha chain,citF,>sp|P75726|CILA_ECOLI Citrate lyase alpha chain OS=Escherichia coli (strain K12) GN=citF PE=3 SV=1,1,4.766560175,1.68322758,0,2.149929252
P0AE74,Citrate carrier,citT,>sp|P0AE74|CITT_ECOLI Citrate carrier OS=Escherichia coli (strain K12) GN=citT PE=1 SV=1,1,0.926824221,1.156066836,0,0.694297019
P37019,H(+)/Cl(-) exchange transporter ClcA,clcA,>sp|P37019|CLCA_ECOLI H(+)/Cl(-) exchange transporter ClcA OS=Escherichia coli (strain K12) GN=clcA PE=1 SV=2,1,11.75455793,3.639256409,19.01838702,11.47073378
P0ABH9,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA,>sp|P0ABH9|CLPA_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) GN=clpA PE=1 SV=1,1,893.7174662,726.5169777,838.8328408,819.6890949
P63284,Chaperone protein ClpB,clpB,>sp|P63284|CLPB_ECOLI Chaperone protein ClpB OS=Escherichia coli (strain K12) GN=clpB PE=1 SV=1,1,2932.927744,2311.143313,2547.420989,2597.164015
P0A6G7,ATP-dependent Clp protease proteolytic subunit,clpP,>sp|P0A6G7|CLPP_ECOLI ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) GN=clpP PE=1 SV=1,1,243.4229262,159.8830056,309.5067342,237.604222
P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,>sp|P0A6H1|CLPX_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) GN=clpX PE=1 SV=2,1,494.7851633,429.2359284,480.7326914,468.251261
P0A6H8,Cardiolipin synthase,cls,>sp|P0A6H8|CLS_ECOLI Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1,1,29.47984067,22.46943766,28.96116571,26.97014801
P0A6I0,Cytidylate kinase,cmk,>sp|P0A6I0|KCY_ECOLI Cytidylate kinase OS=Escherichia coli (strain K12) GN=cmk PE=1 SV=1,1,609.3711748,523.2822582,552.1888003,561.6140777
P76290,tRNA (cmo5U34)-methyltransferase,cmoA,>sp|P76290|CMOA_ECOLI tRNA (cmo5U34)-methyltransferase OS=Escherichia coli (strain K12) GN=cmoA PE=1 SV=1,1,468.0647421,275.9588442,264.3975673,336.1403845
P76291,tRNA (mo5U34)-methyltransferase,cmoB,>sp|P76291|CMOB_ECOLI tRNA (mo5U34)-methyltransferase OS=Escherichia coli (strain K12) GN=cmoB PE=3 SV=1,1,43.17127755,23.30480873,24.7937427,30.42327632
P64467,OriC-binding nucleoid-associated protein,cnu,>sp|P64467|CNU_ECOLI OriC-binding nucleoid-associated protein OS=Escherichia coli (strain K12) GN=cnu PE=1 SV=1,1,81.19129134,96.27319271,103.0409404,93.50180815
P0A6I3,Pantothenate kinase,coaA,>sp|P0A6I3|COAA_ECOLI Pantothenate kinase OS=Escherichia coli (strain K12) GN=coaA PE=1 SV=1,1,6.770207101,12.34628869,4.661961435,7.926152408
P0ABQ0,Coenzyme A biosynthesis bifunctional protein CoaBC;Phosphopantothenoylcysteine decarboxylase;Phosphopantothenate--cysteine ligase,coaBC,>sp|P0ABQ0|COABC_ECOLI Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) GN=coaBC PE=1 SV=2,1,182.5788589,154.3819118,171.7318574,169.5642094
P0A6I6,Phosphopantetheine adenylyltransferase,coaD,>sp|P0A6I6|COAD_ECOLI Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1,1,98.36155382,128.7283854,158.7765181,128.6221524
P0A6I9,Dephospho-CoA kinase,coaE,>sp|P0A6I9|COAE_ECOLI Dephospho-CoA kinase OS=Escherichia coli (strain K12) GN=coaE PE=1 SV=1,1,12.6137772,5.989622711,4.757781717,7.787060541
P75960,NAD-dependent deacetylase,cobB,>sp|P75960|NPD_ECOLI NAD-dependent deacetylase OS=Escherichia coli (strain K12) GN=cobB PE=1 SV=2,1,193.9450432,148.7757994,130.0257247,157.5821891
P52086,Alpha-ribazole phosphatase,cobC,>sp|P52086|COBC_ECOLI Alpha-ribazole phosphatase OS=Escherichia coli (strain K12) GN=cobC PE=3 SV=1,1,8.518070901,5.552244553,5.371641707,6.480652387
P36561,Cobalamin synthase,cobS,>sp|P36561|COBS_ECOLI Cobalamin synthase OS=Escherichia coli (strain K12) GN=cobS PE=2 SV=3,1,23.43445715,48.29450776,36.02043643,35.91646711
P36562,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,>sp|P36562|COBT_ECOLI Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=cobT PE=3 SV=3,1,0,2.543170259,2.359018314,1.634062858
P0AE76,Bifunctional adenosylcobalamin biosynthesis protein CobU,cobU,>sp|P0AE76|COBU_ECOLI Bifunctional adenosylcobalamin biosynthesis protein CobU OS=Escherichia coli (strain K12) GN=cobU PE=2 SV=1,1,3.547914458,2.497942264,0,2.015285574
P25524,Cytosine deaminase,codA,>sp|P25524|CODA_ECOLI Cytosine deaminase OS=Escherichia coli (strain K12) GN=codA PE=1 SV=3,1,37.19482564,23.32033702,22.85648545,27.79054937
Q59385,Copper-exporting P-type ATPase A,copA,>sp|Q59385|COPA_ECOLI Copper-exporting P-type ATPase A OS=Escherichia coli (strain K12) GN=copA PE=1 SV=4,1,87.03249565,66.75972857,65.22292455,73.00504959
P0ABI4,Magnesium transport protein CorA,corA,>sp|P0ABI4|CORA_ECOLI Magnesium transport protein CorA OS=Escherichia coli (strain K12) GN=corA PE=1 SV=1,1,58.66933838,70.61487201,81.14349958,70.14256999
P0AE78,Magnesium and cobalt efflux protein CorC,corC,>sp|P0AE78|CORC_ECOLI Magnesium and cobalt efflux protein CorC OS=Escherichia coli (strain K12) GN=corC PE=3 SV=1,1,113.192707,148.7845121,114.6015283,125.5262491
P0AEW4,"3,5-cyclic adenosine monophosphate phosphodiesterase CpdA",cpdA,">sp|P0AEW4|CPDA_ECOLI 3,5-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Escherichia coli (strain K12) GN=cpdA PE=1 SV=1",1,36.47431596,39.15675697,40.24472568,38.6252662
P08331,"2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase",cpdB,">sp|P08331|CPDB_ECOLI 2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase OS=Escherichia coli (strain K12) GN=cpdB PE=1 SV=2",1,395.5987676,232.3253687,282.552098,303.4920781
P0CB39,Phosphoethanolamine transferase CptA,cptA,>sp|P0CB39|CPTA_ECOLI Phosphoethanolamine transferase CptA OS=Escherichia coli (strain K12) GN=cptA PE=1 SV=1,1,114.9294479,50.14899183,47.65140903,70.90994958
P0AE82,Sensor protein CpxA,cpxA,>sp|P0AE82|CPXA_ECOLI Sensor protein CpxA OS=Escherichia coli (strain K12) GN=cpxA PE=1 SV=1,1,50.05636468,33.27491277,43.45127608,42.26085118
P0AE85,Periplasmic protein CpxP,cpxP,>sp|P0AE85|CPXP_ECOLI Periplasmic protein CpxP OS=Escherichia coli (strain K12) GN=cpxP PE=1 SV=1,1,0,0,0,0
P0AE88,Transcriptional regulatory protein CpxR,cpxR,>sp|P0AE88|CPXR_ECOLI Transcriptional regulatory protein CpxR OS=Escherichia coli (strain K12) GN=cpxR PE=3 SV=1,1,348.9037171,342.2957745,334.5346547,341.9113821
P0AE91,Protein CreA,creA,>sp|P0AE91|CREA_ECOLI Protein CreA OS=Escherichia coli (strain K12) GN=creA PE=4 SV=1,1,228.2200816,200.0010913,186.4147817,204.8786515
P08368,Transcriptional regulatory protein CreB,creB,>sp|P08368|CREB_ECOLI Transcriptional regulatory protein CreB OS=Escherichia coli (strain K12) GN=creB PE=1 SV=1,1,0,1.149113855,2.710935989,1.286683281
P08401,Sensor protein CreC,creC,>sp|P08401|CREC_ECOLI Sensor protein CreC OS=Escherichia coli (strain K12) GN=creC PE=1 SV=2,1,0,2.388656766,0.360772998,0.916476588
P24251,Sigma factor-binding protein crl,crl,>sp|P24251|CRL_ECOLI Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5,1,204.7300395,127.3136735,223.7618738,185.2685289
P0ACJ8,Catabolite gene activator,crp,>sp|P0ACJ8|CRP_ECOLI Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1,1,3569.565763,2475.747855,2895.181655,2980.165091
