# Generated from the following BioVelo query on EcoCyc, 11:22am, November 4, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, (regulators-of-site x), Evidence) : x<-ECOLI^^DNA-Binding-Sites, !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Site", "Frame ID", "Regulators",  "Evidence")), 2)
Nac DNA-binding-site (BS0-9960)	BS0-9960	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
NarL-Pasp59 DNA-binding-site 74 bases upstream of ogtp	BS0-7702	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10854)	BS0-10854	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-EXO,EV-EXP-IEP-RNA-SEQ
Nac DNA-binding-site regulating yhjE	BS0-8917	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
Nac DNA-binding-site (BS0-10046)	BS0-10046	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
GalS DNA-binding-site 59.5 bases upstream of mglBp2	BS00404	DNA-binding transcriptional dual regulator GalS,GalS-D-galactose,D-galactose	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 40.5 bases upstream of tsxp2	BS00667	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MetJ-SAM DNA-binding-site 33.5 bases downstream of folEp	BS0-7653	DNA-binding transcriptional repressor MetJ,MetJ-adenine,MetJ-MTA,MetJ-S-adenosylmethionine,DNA-binding transcriptional repressor MetJ-<i>S</i>-adenosyl-L-methionine,MetJ-SAM-AdoMet,<i>S</i>-adenosyl-L-methionine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArgP-arginine DNA-binding-site 36.5 bases upstream of argPp	BS0-8158	DNA-binding transcriptional dual regulator ArgP,DNA-binding transcriptional dual regulator ArgP,ArgP-L-arginine  DNA-binding transcriptional dual regulator,ArgP-L-lysine,L-lysine,L-arginine	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-IC,EV-IC
NarL-Pasp59 DNA-binding-site 26 bases upstream of frdAp2	BS0-6987	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-QRTPCR,EV-EXP-IEP-QRTPCR
Nac DNA-binding-site 44 bases upstream of gabDp	BS0-1621	DNA-binding transcriptional dual regulator Nac	EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-CHIP-SEQ,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
YhaJ DNA-binding-site regulating yhaKL	BS0-8599	DNA-binding transcriptional activator YhaJ	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 63 bases upstream of dusBp	BS0-1661	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
AraC DNA-binding-site regulating ytfQRT-yjfF	BS0-8427	DNA-binding transcriptional dual regulator AraC,DNA-binding transcriptional dual regulator AraC,AraC-D-fucose,AraC-&alpha;-L-arabinopyranose DNA-binding transcriptional activator,D-fucose,&alpha;-L-arabinopyranose	EV-EXP-IMP-SITE-MUTATION,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
OmpR-P DNA-binding-site 70.5 bases upstream of ompFp2	BS00163	OmpR-Phosphorylated,DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Fnr DNA-binding-site 91.5 bases upstream of glpTQp	BS105	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10316)	BS0-10316	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site (BS0-10332)	BS0-10332	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
ExuR DNA-binding-site 46.5 bases upstream of uxuRp	BS0-3925	DNA-binding transcriptional repressor ExuR,ExuR-&alpha;-D-glucuronate,ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate-DNA-binding transcriptional repressor,&alpha;-D-glucuronate,&alpha;-D-galacturonate	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10413)	BS0-10413	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
MarA DNA-binding-site 46.5 bases upstream of fumCp2	BS00452	DNA-binding transcriptional dual regulator MarA	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NarL-Pasp59 DNA-binding-site 45 bases upstream of dcuBp1	BS624	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9907)	BS0-9907	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
GalS DNA-binding-site 52.5 bases downstream of galEp	BS0-5943	DNA-binding transcriptional dual regulator GalS,GalS-D-galactose,D-galactose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site (BS0-9492)	BS0-9492	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
Nac DNA-binding-site regulating pinQ	BS0-8843	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 71.5 bases upstream of glnAp1	BS00076	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS
Lrp DNA-binding-site 59 bases downstream of ompCp3	BS342	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GlaR DNA-binding-site (BS0-9661)	BS0-9661	DNA-binding transcriptional repressor GlaR,GlaR-glutarate,glutarate	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site 143 bases upstream of acnBp1	BS768	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
IHF DNA-binding-site 176 bases upstream of ompFp2	BS00157	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS
HicB DNA-binding-site 30.5 bases upstream of hicAp2	BS0-8977	antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site 279 bases upstream of dadAp3	BS0-8199	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site (BS0-9496)	BS0-9496	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 37.5 bases upstream of pncBp	BS-7109	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ModE-MoO42- DNA-binding-site 192 bases upstream of hycAp	BS805	DNA-binding transcriptional dual regulator ModE,DNA-binding transcriptional dual regulator ModE,DNA-binding transcriptional dual regulator ModE-molybdate,molybdate	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
IHF DNA-binding-site 49.5 bases upstream of yiaKp1	BS581	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fur DNA-binding-site (BS0-10936)	BS0-10936	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-SEQ-MANUAL,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-RNA-SEQ
MelR-melibiose DNA-binding-site 42.5 bases upstream of melAp	BS00457	DNA-binding transcriptional dual regulator MelR,DNA-binding transcriptional activator MelR-melibiose,melibiose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ZraR-Pasp56 DNA-binding-site (BS0-10495)	BS0-10495	DNA-binding transcriptional activator ZraR,DNA-binding transcriptional activator ZraR-phosphorylated	EV-COMP-AINF,EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10246)	BS0-10246	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site (BS0-10405)	BS0-10405	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
H-NS DNA-binding-site (BS0-10653)	BS0-10653	DNA-binding transcriptional dual regulator H-NS	EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-IEP-MICROARRAY
CytR DNA-binding-site 64 bases upstream of cddp	BS824	DNA-binding transcriptional repressor CytR,DNA-binding transcriptional repressor CytR,CytR-cytidine,cytidine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
TorR-Pasp DNA-binding-site 55.5 bases upstream of tnaCp	BS0-5183	DNA-binding transcriptional dual regulator TorR-phosphorylated,TorR-TorI,DNA-binding transcriptional dual regulator TorR,DNA-binding transcriptional dual regulator TorR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GadRcs DNA-binding-site regulating yhiMp	BS0-7986	DNA-binding transcriptional activator RcsB,RcsB-acetylated,DNA-binding transcriptional dual regulator RcsB-phosphorylated,RcsB-BglJ DNA-binding transcriptional activator,RcsAB DNA-binding transcriptional dual regulator,DNA-binding transcriptional activator GadE,GadE-RcsB DNA-binding transcriptional activator	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
FlhDC DNA-binding-site 54 bases upstream of flgAp	BS-7050	DNA-binding transcriptional dual regulator FlhD,DNA-binding transcriptional dual regulator FlhC,FlhDC DNA-binding transcriptional dual regulator	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-CHIP-PCR-MANUAL,EV-EXP-GSELEX,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 121.5 bases upstream of ompFp2	BS0-6961	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10416)	BS0-10416	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
Fnr DNA-binding-site (BS0-9706)	BS0-9706	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
ArcA-Pasp54 DNA-binding-site (BS0-9523)	BS0-9523	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
ArcA-Pasp54 DNA-binding-site 2 bases downstream of aldAp	BS0-4941	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
CpxR-phosphorylated DNA-binding-site (BS0-10733)	BS0-10733	CpxR-phosphorylated,DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-QRTPCR
Nac DNA-binding-site regulating fklB	BS0-8829	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 105 bases upstream of gadBp2	BS0-7525	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site (BS0-9526)	BS0-9526	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
Lrp DNA-binding-site 192 bases upstream of ilvIp2	BS00229	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Lrp-leu DNA-binding-site 40.5 bases upstream of leuEp	BS0-8353	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-RNA-SEQ
DNA-binding transcriptional dual regulator Fur DNA-binding-site 4 bases downstream of nohAp	BS0-6462	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Cra DNA-binding-site 22.5 bases upstream of mtlAp	BS265	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator IlvY DNA-binding-site 17 bases downstream of ilvYp2	BS00265	DNA-binding transcriptional dual regulator IlvY,IlvY-(<i>S</i>)-2-acetolactate DNA-binding transcriptional dual regulator,(<i>S</i>)-2-acetolactate	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-IC,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FlhDC DNA-binding-site (BS0-10751)	BS0-10751	DNA-binding transcriptional dual regulator FlhD,DNA-binding transcriptional dual regulator FlhC,FlhDC DNA-binding transcriptional dual regulator	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-GSELEX,EV-EXP-IEP-NORTHERN
IHF DNA-binding-site 8 bases downstream of ompRp1	BS157	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION
NarL-Pasp59 DNA-binding-site 65 bases upstream of nirBp	BS00149	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10211)	BS0-10211	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
LexA DNA-binding-site 8.5 bases downstream of dinDp	BS0-7634	DNA-binding transcriptional repressor LexA,DNA-binding transcriptional repressor LexA	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GalS-galactose DNA-binding-site 243.5 bases upstream of galPp	BS0-7661	DNA-binding transcriptional dual regulator GalS,GalS-D-galactose,D-galactose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-AINF-SIMILAR-TO-CONSENSUS
