# Generated from the following BioVelo query on EcoCyc, 12:28pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^regulated-by, [c: c<-x^components, c isa DNA-Binding-Sites]) : x<-ECOLI^^Transcription-Units,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Regulated by", "DNA Binding Sites", "Evidence")), 2)
cyaY	TU0-14229
acrAB	TU00233	Regulation of acrAB by DNA-binding transcriptional regulator PtrR-L-glutamine	AcrR DNA-binding-site 22.5 bases downstream of acrRp,Rob DNA-binding-site regulating acrAp,PhoP-P<sup>asp51</sup> DNA-binding-site 32 bases downstream of acrAp,SoxS DNA-binding-site 72.5 bases upstream of acrAp,MarA DNA-binding-site 72.5 bases upstream of acrAp
ypdI	TU0-8650
xynR	TU0-12869
ygbA	TU-8443		Fnr DNA-binding-site regulating ygbAp,NsrR DNA-binding-site 7 bases upstream of ygbAp
leuLABCD	TU00179
kduD	TU0-13755
paaJ	TU0-44205
yeeRST-cbeA-cbtA-yeeW	TU0-13483
rhaSR	TU00063		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 111.5 bases upstream of rhaSp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 92.5 bases upstream of rhaSp2,RhaR-rhamnose DNA-binding-site 40 bases upstream of rhaSp2,RhaR-rhamnose DNA-binding-site 74 bases upstream of rhaSp2
yfdRST	TU0-13605
rcsB	TU0-36403
aaeXAB	TU0-13901
ldtF	TU0-12848	Regulation of ldtF by DNA-binding transcriptional dual regulator Nac
gnsA	TU0-44201
ada-alkB	TU00072		Ada DNA-binding-site 58.5 bases upstream of adap2,Ada DNA-binding-site 38.5 bases upstream of adap2
eptA	TU0-14345	Regulation of eptA by DNA-binding transcriptional dual regulator Nac,Regulation of eptA by DNA-binding transcriptional dual regulator BasR-phosphorylated
ydiY	TU0-41842	Regulation of ydiY by DNA-binding transcriptional dual regulator Nac
ygeLK	TU0-13766
igaA	TU0-13928
yjcB	TU0-8608
ravA-viaA	TU0-14031
yneE	TU0-13301
mdtEF	TU0-14698
smtA-mukFEB	TU261		H-NS DNA-binding-site regulating cmoMp
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	TU0-1192
hepA	TU0-45240
pfkA	TU0-45236		Cra DNA-binding-site 35.5 bases upstream of pfkAp
yajR	TU0-12925
groL	TU0-14673
ptsA-fsaB-gldA	TU0-14091
cbpA-cbpM	TU0-42533
yafT	TU0-12844
rrsG-gltW-rrlG-rrfG	TU0-45198		Fis DNA-binding-site 112 bases upstream of rrsGp,Fis DNA-binding-site 91 bases upstream of rrsGp,Fis DNA-binding-site 71 bases upstream of rrsGp
rrsC-gltU-rrlC-rrfC	TU0-1183		Lrp-leu DNA-binding-site regulating rrsCp,Fis DNA-binding-site 121 bases upstream of rrsCp,Fis DNA-binding-site 101 bases upstream of rrsCp,Fis DNA-binding-site 70 bases upstream of rrsCp
yagN	TU0-12873
greA	TU-8397
trpCBA	TU3
yqfB	TU0-13790
citT	TU0-12998
ygeG	TU0-13762	Regulation of ygeG by DNA-binding transcriptional dual regulator Nac
cbpA-cbpM	TU0-45195
yfeO	TU0-13615
ptsHI-crr	TU00481
thiI	TU0-8529	Regulation of thiI by <i>S</i>-adenosyl-L-methionine
arpB	TU0-13379
sfmA	TU0-12966
yhjD	TU0-13967	Regulation of yhjD by DNA-binding transcriptional dual regulator Nac
yqeK	TU0-8652	Regulation of yqeK by DNA-binding transcriptional dual regulator Nac
proVWX	TU0-45207		H-NS DNA-binding-site regulating proVp
zraSR	TU783		ZraR-P<sup>asp56</sup> DNA-binding-site 86 bases upstream of zraSp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 223.5 bases upstream of zraSp
asflhD	TU0-198686
frdABCD	TU00023		NarL-P<sup>asp59</sup> DNA-binding-site 26 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 12 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 14 bases downstream of frdAp2,DcuR-P DNA-binding-site 104 bases upstream of frdAp2,Fnr DNA-binding-site 45.5 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 6 bases downstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 4 bases upstream of frdAp2
yliM-ompX	TU0-14688	Regulation of yliM-ompX by small regulatory RNA MicA,Regulation of yliM-ompX by small regulatory RNA CyaR
yhhA	TU0-8582	Regulation of yhhA by ppGpp
mntR-ybiR	TU0-13059
yfaY	TU0-13567
dnaN-recF	TU0-45196
ppdAB-ygdB-ppdC-recC	TU0-13745
yigE	TU0-8605
crr	TU0-4782
ygcW	TU0-13732	Regulation of ygcW by CRP-cyclic-AMP DNA-binding transcriptional dual regulator
fliDST	TU00274		FlhDC DNA-binding-site 55 bases upstream of fliDp2
ilvLXG_1G_2MEDA	TU524		IHF DNA-binding-site 210 bases downstream of ilvLp1,IHF DNA-binding-site 17 bases upstream of ilvLp1
hemF	TU0-45289
rrsE-gltV-rrlE-rrfE	TU0-1186		Fis DNA-binding-site 170 bases upstream of rrsEp3,Fis DNA-binding-site 143 bases upstream of rrsEp3,Fis DNA-binding-site 117 bases upstream of rrsEp3,Fis DNA-binding-site 101 bases upstream of rrsEp3,Fis DNA-binding-site 72 bases upstream of rrsEp3
nlpI	TU0-13881
yfdF	TU0-13598
csrA	TU0-45221	Regulation of csrA by ppGpp
ldrA	TU0-8843
yjfP	TU0-8612
mutH	TU0-13747
mdtEF	TU0-13964
rnc-era-recO-pdxJ-acpS	TU483
gnd-gndA	TU0-5101	Regulation of gnd-gndA by NIL
yafZ	TU0-14610
yfjD	TU0-13682	Regulation of yfjD by DNA-binding transcriptional repressor GlaR
yjbD	TU0-14108
dauA	TU0-13179
mazE	TU0-198693
eno	TU0-14413
sra	TU0-3901
dolP	TU0-6361
bhsA	TU0-8685
nhaAR	TU00200		NhaR-Na<SUP>+</SUP> DNA-binding-site 44 bases upstream of nhaAp1
yhhN	TU0-13943
clpB	TU0-45212
yiiM	TU0-14077
rlmJ	TU0-13958
rimO	TU0-8632
marRAB	TU00190		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 52.5 bases upstream of marRp,Rob DNA-binding-site 61.5 bases upstream of marRp,Fis DNA-binding-site 81 bases upstream of marRp,SoxS DNA-binding-site 61.5 bases upstream of marRp,MarR DNA-binding-site 17 bases downstream of marRp,MarA DNA-binding-site 61.5 bases upstream of marRp,MarR DNA-binding-site 18 bases upstream of marRp
osmC	TU0-1762		Lrp DNA-binding-site 62 bases upstream of osmCp2
znuA	TU0-4642
rplT	TU0-6657
ygjI	TU0-13851	Regulation of ygjI by DNA-binding transcriptional repressor GlaR,Regulation of ygjI by DNA-binding transcriptional dual regulator Nac
ymgGD	TU0-13167
mdaB	TU0-13835	Regulation of mdaB by DNA-binding transcriptional dual regulator SoxS,Regulation of mdaB by DNA-binding transcriptional dual regulator Rob,Regulation of mdaB by DNA-binding transcriptional dual regulator MarA
trg	TU0-14627
ygiD	TU0-8755	Regulation of ygiD by DNA-binding transcriptional activator YhaJ
rpiA	TU0-7341
yedN	TU0-13458
yncI	TU0-13277
msrPQ	TU0-13469
ddlA	TU0-8784	Regulation of ddlA by DNA-binding transcriptional dual regulator Nac
sibE	TU0-14716
yeaC	TU0-13395
micF	TU0-45164		Rob DNA-binding-site 40 bases upstream of micFp2,IHF DNA-binding-site 72 bases upstream of micFp2,Lrp DNA-binding-site 87.5 bases downstream of micFp2,SoxS DNA-binding-site 38.5 bases upstream of micFp2,SoxS DNA-binding-site 119.5 bases upstream of micFp2,Lrp-leu DNA-binding-site 122 bases downstream of micFp2,Lrp DNA-binding-site 58.5 bases downstream of micFp2,Lrp DNA-binding-site 27.5 bases downstream of micFp2,MarA DNA-binding-site 40 bases upstream of micFp2
agrA	TU0-42529
yobA-yebZY	TU0-13432	Regulation of yobA-yebZY by small regulatory RNA FnrS
ibaG-murA	TU0-42495
tktA	TU0-13802
ysaA	TU0-13985
bglA	TU-8439
sbmC	TU0-14637
yigI	TU0-14045
dnaN-recF	TU0-1194
yadN	TU0-14301	Regulation of yadN by DNA-binding transcriptional repressor GlaR
sixA	TU0-3481
ybjX	TU0-8513
yhdH	TU0-8578
glcDEFGBA	TU0-1962		ArcA-P<sup>asp54</sup> DNA-binding-site 104 bases upstream of glcDp,ArcA-P<sup>asp54</sup> DNA-binding-site 111 bases upstream of glcDp,IHF DNA-binding-site 107 bases upstream of glcDp,GlcC-glycolate DNA-binding-site 176 bases upstream of glcDp
queD	TU0-13727	Regulation of queD by DNA-binding transcriptional dual regulator Nac
yhjC	TU0-13966
aroH	TU0-14254
yicC	TU0-14001
yghQ	TU0-13816
ydeO	TU0-7743
livJ	TU00183		Lrp-leu DNA-binding-site 127 bases upstream of livJp
ibpB	TU0-5001	Regulation of ibpB by small heat shock protein IbpA	IHF DNA-binding-site 31 bases upstream of ibpBp
djlA	TU0-12801
aas-lplT	TU0-13751
yfbS	TU0-13581
cspE	TU0-13001
hofQ	TU0-13926	Regulation of hofQ by small regulatory RNA FimR2
rpmE	TU0-45156
pdeA	TU0-13618
dsrB	TU0-8789
selD-topB	TU0-14527
mnmG-rsmG	TU0-14029
yqhG	TU0-13825
nsrR-rnr-rlmB-yjfI	TU0-8502
hemB	TU0-12908	Regulation of hemB by small regulatory RNA RyhB
insC4D4CD4-ygeON	TU0-13767
accA	TU0-42602
spy	TU-8381		CpxR-phosphorylated DNA-binding-site 50 bases upstream of spyp,BaeR-P<SUP>asp61</SUP> DNA-binding-site 86.5 bases upstream of spyp
fadR	TU0-8794
fadBA	TU00215		ArcA-P<sup>asp54</sup> DNA-binding-site 29 bases upstream of fadBp,FadR DNA-binding-site 9 bases downstream of fadBp
feaR	TU0-42547
grxD	TU0-8805	Regulation of grxD by small regulatory RNA RyhB
rrsH-ileV-alaV-rrlH-rrfH	TU0-1190
argH	TU0-42684	Regulation of argH by ppGpp
acpP-fabF	TU441
nadK	TU0-13683
deoR	TU0-13067
uspE	TU0-13221
yjiR	TU0-8626
aceK	TU0-14503
glnAZ	TU0-5903		NtrC-P<sup>asp</sup> DNA-binding-site 108 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 89 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 45 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 68 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 140 bases upstream of glnAp2
yccFS	TU0-13099
fhuE	TU0-2581		DNA-binding transcriptional dual regulator Fur DNA-binding-site 10 bases upstream of fhuEp,DNA-binding transcriptional dual regulator Fur DNA-binding-site 15 bases downstream of fhuEp
yaiX	TU0-12905
ssb	TU0-6564		ArcA-P<sup>asp54</sup> DNA-binding-site 153.5 bases upstream of ssbp1,ArcA-P<sup>asp54</sup> DNA-binding-site 90.5 bases upstream of ssbp1,ArcA-P<sup>asp54</sup> DNA-binding-site 50.5 bases upstream of ssbp1,ArcA-P<sup>asp54</sup> DNA-binding-site 7.5 bases upstream of ssbp1
yaiO	TU0-12903
rpoD	TU00436
hisBHAFI	TU0-6650
ykfJ-prfH	TU0-12855
mpaA	TU0-41739	Regulation of mpaA by DNA-binding transcriptional repressor PgrR
ydhB	TU0-8331
yadV-htrE	TU00404
ygjR	TU0-13858
ynfP	TU0-13332
yihUTS	TU0-42686
cytR	TU0-5961		CytR DNA-binding-site 43 bases upstream of cytRp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 64.5 bases upstream of cytRp
yaaU	TU0-12799
yjeI	TU0-14141
ppnN	TU0-13739	Regulation of ppnN by DNA-binding transcriptional dual regulator Nac
yhhQ	TU0-13944	Regulation of yhhQ by preQ<sub>1</sub>,Regulation of yhhQ by DNA-binding transcriptional dual regulator Nac
yeeED	TU0-13489
glgS	TU00279	Regulation of glgS by ppGpp,Regulation of glgS by carbon storage regulator CsrA	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 40.5 bases upstream of glgSp1
uspF	TU0-13239
yicN	TU0-14011
ygiV	TU0-13833	Regulation of ygiV by DNA-binding transcriptional repressor GlaR
yhiS	TU0-13960
pliG	TU0-8688	Regulation of pliG by Zur-Zn<sup>2+</sup> DNA-binding transcriptional repressor
yghO	TU0-14233
osmE	TU0-45283		Fis DNA-binding-site 31 bases upstream of osmEp2,Fis DNA-binding-site 26 bases downstream of osmEp2,Fis DNA-binding-site 86 bases upstream of osmEp2,IHF DNA-binding-site 4.5 bases downstream of osmEp2
mdtQ	TU0-13532
csgA	TU0-42695
ssuEADCB	TU0-6629	Regulation of ssuEADCB by DNA-binding transcriptional dual regulator Cra	IHF DNA-binding-site 33 bases downstream of ssuEp,IHF DNA-binding-site 134 bases upstream of ssuEp,IHF DNA-binding-site 177 bases upstream of ssuEp,DNA-binding transcriptional dual regulator CysB DNA-binding-site 18 bases upstream of ssuEp,Cbl DNA-binding-site 54.5 bases upstream of ssuEp,Fnr DNA-binding-site regulating ssuEp
csrA	TU0-13716	Regulation of csrA by ppGpp,Regulation of csrA by RNA polymerase-binding transcription factor DksA
ycaC	TU-8382	Regulation of ycaC by DNA-binding transcriptional dual regulator Nac,Regulation of ycaC by DNA-binding transcriptional dual regulator FNR,Regulation of ycaC by DNA-binding transcriptional activator BaeR-phosphorylated
yhdN-zntR	TU0-13911
ldtE	TU0-13366	Regulation of ldtE by ppGpp
iscRSUA	TU0-1881	Regulation of iscRSUA by small regulatory RNA RyhB	DNA-binding transcriptional dual regulator IscR DNA-binding-site 53 bases upstream of iscRp,DNA-binding transcriptional dual regulator IscR DNA-binding-site 28 bases upstream of iscRp
dppBCDF	TU0-198714	Regulation of dppBCDF by [2Fe-2S] cluster DNA-binding transcriptional dual regulator
ilvL	TU0-42517
can	TU0-8774
abrB	TU0-13031
yjhD	TU0-8622
xylFGHR	TU00374		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 180.5 bases upstream of xylFp,Fis DNA-binding-site 22 bases downstream of xylFp,XylR-xylose DNA-binding-site 61.5 bases upstream of xylFp,XylR-xylose DNA-binding-site 40.5 bases upstream of xylFp
dapB	TU0-14399
nanS	TU0-14196
nanCM	TU0-6843		NagC DNA-binding-site 462 bases upstream of fimBp2,NagC DNA-binding-site 674 bases upstream of fimBp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 61.5 bases upstream of nanCp,NanR DNA-binding-site 744.5 bases upstream of fimBp2,NanR DNA-binding-site 727.5 bases upstream of fimBp2,NanR DNA-binding-site 736.5 bases upstream of fimBp2
ttdR	TU0-8757
pdxB-usg-truA-dedA	TU0-5182
cho	TU0-8267
mqsRA	TU0-13832
bcsBZ	TU0-8354		Fnr DNA-binding-site regulating bcsBp
adiA	TU00235		IHF DNA-binding-site regulating adiAp,AdiY DNA-binding-site regulating adiAp
sdsR-pphA	TU0-3463
lptFG	TU0-14176
yahO	TU0-8549	Regulation of yahO by ppGpp
arsRBC	TU00239		ArsR DNA-binding-site 41.5 bases upstream of arsRp
yraR	TU0-13876
clpA	TU00445
mdtK	TU0-8825
rhsA-yibA	TU0-13989
yciCB	TU0-13190
yfcV	TU0-13595
pcnB-folK	TU0-45245
purU	TU0-13182	Regulation of purU by small regulatory RNA GcvB
tldD	TU0-13902
ptsHI-crr	TU00480		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 63.5 bases upstream of ptsHp
ycjXF	TU0-13214
evgLAS	TU0-7561		EvgA-P<sup>asp</sup> DNA-binding-site 73.5 bases upstream of emrKp
qseBC	TU-8387		QseB-P<sup>asp51</sup> DNA-binding-site 462 bases upstream of qseBp2,QseB-P<sup>asp51</sup> DNA-binding-site 6 bases downstream of qseBp2
xylR	TU68		ArcA-P<sup>asp54</sup> DNA-binding-site regulating xylRp
ybhI	TU0-13043	Regulation of ybhI by DNA-binding transcriptional dual regulator Nac
yhhX	TU0-13937
slyX	TU0-8512
xerD-dsbC-recJ	TU0-14489
yahIJ	TU0-12894
yceF	TU0-8683
aspS	TU0-8084
talA-tktB	TU0-8143
allS	TU0-7602		AllR-allantoin DNA-binding-site 37 bases upstream of allSp
aceBAK	TU00001		DNA-binding transcriptional repressor IclR DNA-binding-site 141 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 131 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 122 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 104 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 53 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 38 bases upstream of aceBp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 30.5 bases upstream of aceBp,IHF DNA-binding-site 72 bases upstream of aceBp,IHF DNA-binding-site 159 bases upstream of aceBp,DNA-binding transcriptional repressor IclR DNA-binding-site 26 bases upstream of aceBp,Cra DNA-binding-site 166.5 bases upstream of aceBp
yegS	TU0-8328
glnLG	TU00028		NtrC phosphorylated dimer DNA-binding-site 3 bases downstream of glnLp
yihD	TU0-14057
ycaL	TU0-13086
yicG	TU0-14003
tktB	TU0-7342
flxA	TU0-1501
hemA-prfA-prmC	TU0-4201		Fnr DNA-binding-site 24.5 bases upstream of hemAp1
kbp	TU0-13708	Regulation of kbp by ppGpp
yebA	TU0-14369
ychJ	TU0-13183
priC-ybaM	TU0-12945
glk	TU0-45170		Cra DNA-binding-site 91.5 bases upstream of glkp2
hcp-hcr	TU0-14451
pyrLBI	TU00484
dnaN-recF	TU0-45267
rne	TU0-14272	Regulation of rne by ribonuclease E
hisLGDCBHAFI	TU00285
fimZ	TU0-8799
roxA	TU0-13144
dicC-ydfXW	TU0-13327
rlmI	TU0-13103
kup	TU0-14662
yidE	TU0-14017
queG	TU0-8611
lolB-ispE-prs	TU0-8323
tauABCD	TU302		Cbl DNA-binding-site 91 bases upstream of tauAp,DNA-binding transcriptional dual regulator CysB DNA-binding-site 38 bases upstream of tauAp,DNA-binding transcriptional dual regulator CysB DNA-binding-site 93 bases upstream of tauAp,DNA-binding transcriptional dual regulator CysB DNA-binding-site 202 bases upstream of tauAp
csdAE	TU0-13741
yjtD	TU0-12786
emtA	TU0-8791
adrA	TU0-8872		CsgD DNA-binding-site 65.5 bases upstream of adrAp,CsgD DNA-binding-site 47 bases upstream of adrAp
yicR-rpmBG-mutM	TU0-5522
glnAZLG	TU00029		NtrC-P<sup>asp</sup> DNA-binding-site 108 bases upstream of glnAp2,Fis DNA-binding-site 55 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 45 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 140 bases upstream of glnAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 57.5 bases upstream of glnAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 55.5 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 89 bases upstream of glnAp2
ygeR	TU0-13771
rpnE-ypaA	TU0-13564
feaB	TU0-42551
sfmCD	TU0-12967
ydbK	TU0-8699
tesA-ybbO	TU0-6623
asnC-mioC	TU0-14262
yhcG	TU0-13894
paaABCDEFGHIJK	TU5	Regulation of paaABCDEFGHIJK by [2Fe-2S] cluster DNA-binding transcriptional dual regulator,Regulation of paaABCDEFGHIJK by DNA-binding transcriptional activator YgfI	PaaX DNA-binding-site 30 bases downstream of paaAp,IHF DNA-binding-site 80 bases upstream of paaZp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 136.5 bases upstream of paaZp
ymiD	TU0-198728
kduI	TU0-13756	Regulation of kduI by DNA-binding transcriptional dual regulator Nac
gntR	TU0-4523
yjhIHG	TU0-14192
pspG	TU0-5741		IHF DNA-binding-site 38.5 bases upstream of pspGp,PspF DNA-binding-site 87 bases upstream of pspGp
mobAB	TU262
ssnA	TU0-42558
shoB	TU0-14422	Regulation of shoB by small regulatory RNA OhsC
yaaX	TU0-12787
ldtC	TU0-13138	Regulation of ldtC by small regulatory RNA MicA	CpxR-phosphorylated DNA-binding-site 53.5 bases upstream of ldtCp
lhr	TU-8430
idnDOTR	TU0-4682		GntR DNA-binding-site 108.5 bases upstream of idnDp,GntR DNA-binding-site 58.5 bases upstream of idnDp,GntR DNA-binding-site 78.5 bases upstream of idnDp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 91.5 bases upstream of idnDp,IdnR-5-ketogluconate DNA-binding-site 78.5 bases upstream of idnDp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of idnDp
yrbG-kdsD	TU0-14290
ppiA	TU00465		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases downstream of ppiAp4,CytR DNA-binding-site 10.5 bases upstream of ppiAp4,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of ppiAp3
aaeR	TU0-8759
csgDEFG	TU0-45201
gpt	TU0-14680
yejK	TU0-8727
umpG-pcm	TU00363
sad-glsB-yneG	TU0-198700	Regulation of sad-glsB-yneG by DNA-binding transcriptional regulator PtrR-L-glutamine
ytjC	TU0-8665
ilvIH	TU0-6861
rsgA	TU0-14150	Regulation of rsgA by DNA-binding transcriptional repressor GlaR
yfgJ	TU0-13649
dam-rpe-gph-trpS	TU875
tpke11	TU0-14330
yaaA	TU0-12788
yagAB-insX	TU0-12866	Regulation of yagAB-insX by XynR-D-xylonate
ydgC	TU0-8707
bfd-bfr	TU0-13914
glmUS	TU00488	Regulation of glmUS by small regulatory RNA GlmZ	NagC DNA-binding-site 58 bases downstream of glmUp2,NagC DNA-binding-site 96 bases upstream of glmUp2
holC-valS	TU0-14474
ruvAB	TU00353		LexA DNA-binding-site 63.5 bases upstream of ruvAp1,LexA DNA-binding-site 12.5 bases upstream of ruvAp1
ybbB	TU0-14295
epd-pgk-fbaA	TU0-8082
ymdAB	TU0-42668
pykA	TU0-45175
proK	TU00519		Fis DNA-binding-site 76 bases upstream of proKp
yraIJK	TU0-13874
sucABCD-sdhX	TU00103		Fnr DNA-binding-site regulating sucAp,ArcA-P<sup>asp54</sup> DNA-binding-site regulating sucAp,IHF DNA-binding-site regulating sucAp
yhjB	TU0-8588
pcnB-folK	TU0-8362
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	TU0-12859
rcsA	TU00486		RcsAB DNA-binding-site 172 bases upstream of rcsAp,GadE DNA-binding-site regulating rcsAp,RcsAB DNA-binding-site 125 bases upstream of rcsAp,H-NS DNA-binding-site regulating rcsAp
rnb	TU583
alpA	TU0-13689
barA	TU0-8337
bipA	TU0-14061
rraB	TU0-14772
dksA-yadB	TU0-14494
tusE	TU0-13104
pepT	TU0-8490		Fnr DNA-binding-site regulating pepTp
yfdC	TU0-13599	Regulation of yfdC by DNA-binding transcriptional repressor GlaR
metG	TU0-42595
bluR	TU0-13158
rimL	TU0-6423
yjgR	TU0-14177
hsdRMS	TU0-14319
rhsB	TU0-13948
hprRS	TU0-13467
ybeZY	TU0-13017
cbpAM	TU0-36443
bdcR	TU0-14172	Regulation of bdcR by DNA-binding transcriptional repressor GlaR
malY	TU0-44194
rdlB	TU0-8497
asr	TU0-1701		PhoB-P<sup>asp53</sup> DNA-binding-site 30 bases upstream of asrp2
glsB-yneG	TU0-13303
otsBA	TU00312	Regulation of otsBA by ppGpp
dsbB	TU0-13172	Regulation of dsbB by DNA-binding transcriptional dual regulator ArcA-phosphorylated
accBC	TU0-42603
dcp	TU0-8783	Regulation of dcp by DNA-binding transcriptional dual regulator Nac
ulaR	TU0-14157
cysK	TU00079		CysB DNA-binding-site 53 bases upstream of cysKp1
pyrH	TU0-1021
clpA	TU00447
fliCX	TU0-1521		GadE DNA-binding-site regulating fliCp
ypjD	TU0-13681
alkA	TU0-45243		Ada DNA-binding-site 41.5 bases upstream of alkAp2
ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	TU0-14443
yqeG	TU0-13758
yjeFE-amiB-mutL-miaA-hfq-hflXKC	TU00236
ygfB-pepP-ubiHI	TU0-13792
ddpXABCDF	TU0-42462
ydcJ	TU0-13258
idnR	TU0-4924
yphFED	TU0-13663
yhiD	TU0-13962
gpmM-envC-yibQ	TU0-42455
glxK	TU0-14506
ygjH	TU0-8572	Regulation of ygjH by DNA-binding transcriptional dual regulator Nac
yncD	TU0-8637
galETKM	TU0-4545
alsK	TU0-14293
srkA-dsbA	TU0-1061		CpxR-phosphorylated DNA-binding-site 49 bases upstream of srkAp
yfiE	TU0-8741
rfaYZ	TU0-14744
rpoH	TU0-45218
ybaK	TU0-8556
ynfA	TU0-13334	Regulation of ynfA by DNA-binding transcriptional dual regulator Nac
poxB	TU0-45205	Regulation of poxB by ppGpp	SoxS DNA-binding-site 60.5 bases upstream of poxBp2,MarA DNA-binding-site 60.5 bases upstream of poxBp2
kup	TU0-14663
folC-dedD	TU0-13591
xthA	TU542
yqiJK	TU0-13844
fdhD	TU0-14073	Regulation of fdhD by DNA-binding transcriptional dual regulator Nac
clpPX	TU0-14490
pykF	TU0-14630
rseD-rpoE-rseABC	TU0-45282
insE5EF5F5	TU0-13507
yhgN	TU0-8580
yojI	TU0-13560	Regulation of yojI by ppGpp
mak	TU0-8828
poxB	TU541	Regulation of poxB by ppGpp	SoxS DNA-binding-site 60.5 bases upstream of poxBp2,MarA DNA-binding-site 60.5 bases upstream of poxBp2
yfgA	TU0-14347
