Gene ID (EcoCyc),Gene name,Enzyme encoded,Pathways,Pathways parent,Protein products,Reactions
G7187,hxpA,G7187-MONOMER,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",G7187-MONOMER,"['SORBITOL-6-PHOSPHATASE-RXN', 'MANNITOL-1-PHOSPHATASE-RXN', 'GLUCOSE-6-PHOSPHATASE-RXN', 'RXN0-5186', '3.1.3.68-RXN', 'RXN-15312', 'RXN0-7250', 'RXN0-7249', 'RXN0-7251', 'F16BDEPHOS-RXN', 'TREHALOSEPHOSPHA-RXN', 'RXN-14483', 'RXN-17330', 'SUGAR-PHOSPHATASE-RXN', 'GLYCEROL-1-PHOSPHATASE-RXN']"
G6932,hxpB,G6932-MONOMER,,,G6932-MONOMER,"['SORBITOL-6-PHOSPHATASE-RXN', 'MANNITOL-1-PHOSPHATASE-RXN', '3.1.3.68-RXN']"
EG10468,hyaA,CPLX0-8167,,,HYAA-MONOMER,"['RXN0-5256', 'RXN-16420']"
EG10469,hyaB,CPLX0-8167,,,HYAB-MONOMER,"['RXN0-5256', 'RXN-16420']"
EG10470,hyaC,CPLX0-8167,,,HYAC-MONOMER,"['RXN0-5256', 'RXN-16420']"
EG11799,hybA,CPLX0-8762,"['PWY0-1576', 'PWY0-1577', 'PWY0-1578']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",HYBA-MONOMER,['RXN0-7399']
EG11800,hybB,CPLX0-8762,"['PWY0-1576', 'PWY0-1577', 'PWY0-1578']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",EG11800-MONOMER,['RXN0-7399']
EG11801,hybC,CPLX0-8762,"['PWY0-1576', 'PWY0-1577', 'PWY0-1578']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",HYBC-MONOMER,['RXN0-7399']
G7554,hybO,CPLX0-8762,"['PWY0-1576', 'PWY0-1577', 'PWY0-1578']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",MONOMER0-145,['RXN0-7399']
EG10475,hycB,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",HYCBSMALL-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
EG10476,hycC,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",HYCC-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
EG10477,hycD,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",HYCD-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
EG10478,hycE,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY', 'PWY-8319']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways', 'Enzyme-Cofactor-Biosynthesis']",HYCELARGE-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
EG10479,hycF,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",HYCF-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
EG10480,hycG,"['FHLMULTI-CPLX', 'HYDROG3-CPLX']","['PWY-6772', 'FERMENTATION-PWY']","['Hydrogen-Production', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",HYCG-MONOMER,"['FHLMULTI-RXN', 'RXN0-3281', 'HYDROG-RXN']"
G6277,hyi,CPLX-171,,,G6277-MONOMER,['RXN0-305']
EG10489,icd,ISOCITHASE-CPLX,"['TCA', 'FERMENTATION-PWY']","['TCA-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",ISOCITDEH-SUBUNIT,"['ISOCITDEH-RXN', 'RXN-9951', 'RXN-8642']"
G7508,idi,IPPISOM-MONOMER,NONMEVIPP-PWY,MEP-Pathways,IPPISOM-MONOMER,['IPPISOM-RXN']
G7893,idnD,IDONDEHYD-MONOMER,IDNCAT-PWY,Aldonate-Degradation,IDONDEHYD-MONOMER,"['RXN-12107', 'L-IDONATE-2-DEHYDROGENASE-RXN', '1.1.1.264-RXN']"
EG12152,idnK,GLUCONOKINI-MONOMER,"['IDNCAT-PWY', 'GLUCONSUPER-PWY']","['Aldonate-Degradation', 'Aldonate-Degradation']",GLUCONOKINI-MONOMER,['GLUCONOKIN-RXN']
G7892,idnO,CPLX0-8292,IDNCAT-PWY,Aldonate-Degradation,GLUCONREDUCT-MONOMER,"['GLUCONATE-5-DEHYDROGENASE-RXN', 'RXN0-7101']"
EG12539,idnT,YJGT-MONOMER,,,YJGT-MONOMER,"['TRANS-RXN0-228', 'TRANS-RXN0-209', 'TRANS-RXN-181A']"
EG10493,ilvA,THREDEHYDSYN-CPLX,ILEUSYN-PWY,ISOLEUCINE-SYN,THREDEHYDSYN-MONOMER,"['THREDEHYD-RXN', 'RXN-15122']"
EG10494,ilvB,ACETOLACTSYNI-CPLX,VALSYN-PWY,VALINE-BIOSYNTHESIS,LARGEILVB-MONOMER,"['ACETOOHBUTSYN-RXN', 'ACETOLACTSYN-RXN']"
EG10495,ilvC,CPLX0-7643,"['VALSYN-PWY', 'ILEUSYN-PWY', 'PANTO-PWY']","['VALINE-BIOSYNTHESIS', 'ISOLEUCINE-SYN', 'Pantothenate-Biosynthesis']",KETOLREDUCTOISOM-MONOMER,"['ACETOLACTREDUCTOISOM-RXN', 'ACETOOHBUTREDUCTOISOM-RXN', '2-DEHYDROPANTOATE-REDUCT-RXN']"
EG10496,ilvD,DIHYDROXYACIDDEHYDRAT-CPLX,"['VALSYN-PWY', 'ILEUSYN-PWY']","['VALINE-BIOSYNTHESIS', 'ISOLEUCINE-SYN']",DIHYDROXYACIDDEHYDRAT-MONOMER,"['DIHYDROXYISOVALDEHYDRAT-RXN', 'DIHYDROXYMETVALDEHYDRAT-RXN']"
EG10497,ilvE,BRANCHED-CHAINAMINOTRANSFER-CPLX,"['PHESYN', 'VALSYN-PWY', 'ILEUSYN-PWY', 'LEUSYN-PWY']","['PHENYLALANINE-SYN', 'VALINE-BIOSYNTHESIS', 'ISOLEUCINE-SYN', 'LEUCINE-SYN']",BRANCHED-CHAINAMINOTRANSFER-MONOMER,"['RXN-10814', 'BRANCHED-CHAINAMINOTRANSFERVAL-RXN', 'BRANCHED-CHAINAMINOTRANSFERILEU-RXN', 'BRANCHED-CHAINAMINOTRANSFERLEU-RXN']"
EG10499,ilvH,ACETOLACTSYNIII-CPLX,"['VALSYN-PWY', 'ILEUSYN-PWY']","['VALINE-BIOSYNTHESIS', 'ISOLEUCINE-SYN']",ACETOLACTSYNIII-HCHAIN-MONOMER,"['ACETOLACTSYN-RXN', 'ACETOOHBUTSYN-RXN']"
EG10500,ilvI,ACETOLACTSYNIII-CPLX,"['VALSYN-PWY', 'ILEUSYN-PWY']","['VALINE-BIOSYNTHESIS', 'ISOLEUCINE-SYN']",ACETOLACTSYNIII-ICHAIN-MONOMER,"['ACETOLACTSYN-RXN', 'ACETOOHBUTSYN-RXN']"
EG10501,ilvM,ACETOLACTSYNII-CPLX,"['ILEUSYN-PWY', 'VALSYN-PWY']","['ISOLEUCINE-SYN', 'VALINE-BIOSYNTHESIS']",SMALLILVM-MONOMER,"['ACETOOHBUTSYN-RXN', 'ACETOLACTSYN-RXN']"
EG10502,ilvN,ACETOLACTSYNI-CPLX,VALSYN-PWY,VALINE-BIOSYNTHESIS,SMALLILVN-MONOMER,"['ACETOOHBUTSYN-RXN', 'ACETOLACTSYN-RXN']"
G7325,iscS,CPLX0-248,"['PWY-7892', 'PWY0-1021', 'PWY-8164', 'PWY-6892', 'PWY-6823', 'PWY-8566']","['Nucleic-Acid-Processing', 'ALANINE-SYN', 'Molybdenum-Cofactor-Biosynthesis', 'Thiazole-Biosynthesis', 'Molybdenum-Cofactor-Biosynthesis', 'Enzyme-Cofactor-Biosynthesis']",G7325-MONOMER,"['RXN-22700', 'RXN-18707', 'RXN-25085', 'RXN-12588', 'RXN-12587', 'RXN-21566', 'RXN-21565', 'RXN-9787', 'RXN-14382', 'RXN-22698', 'RXN0-308', 'RXN-22697']"
G7324,iscU,G7324-MONOMER,"['PWY-8566', 'PWY0-1275', 'PWY0-501']","['Enzyme-Cofactor-Biosynthesis', 'Lipoate-Biosynthesis', 'Lipoate-Biosynthesis']",G7324-MONOMER,['RXN-25083']
EG10508,ispA,FPPSYN-MONOMER,PWY-5123,All-Trans-Farnesyl-PP-Biosynthesis,FPPSYN-MONOMER,"['GPPSYN-RXN', 'FPPSYN-RXN']"
EG10017,ispB,CPLX0-7426,PWY-5783,All-Trans-Polyprenyl-Biosynthesis,OPPSYN-MONOMER,['RXN-8992']
G7423,ispD,CPLX0-234,NONMEVIPP-PWY,MEP-Pathways,G7423-MONOMER,['2.7.7.60-RXN']
EG11294,ispE,CPLX0-3841,NONMEVIPP-PWY,MEP-Pathways,EG11294-MONOMER,['2.7.1.148-RXN']
EG11816,ispF,CPLX0-721,NONMEVIPP-PWY,MEP-Pathways,EG11816-MONOMER,['RXN0-302']
EG10370,ispG,EG10370-MONOMER,NONMEVIPP-PWY,MEP-Pathways,EG10370-MONOMER,['RXN-15878']
EG11081,ispH,CPLX0-7564,NONMEVIPP-PWY,MEP-Pathways,EG11081-MONOMER,"['RXN-24043', 'RXN-24044']"
G6092,ispU,UPPSYN-CPLX,PWY-5785,"['Lipid-Anchor-Biosynthesis', 'Polyprenyl-Biosynthesis']",UPPSYN-MONOMER,['RXN-8999']
EG10509,katE,HYDROPEROXIDII-CPLX,DETOX1-PWY,REACTIVE-OXYGEN-SPECIES-DEGRADATION,HYDROPEROXIDII-MONOMER,"['CATAL-RXN', 'RXN-8073']"
EG10511,katG,HYDROPEROXIDI-CPLX,DETOX1-PWY,REACTIVE-OXYGEN-SPECIES-DEGRADATION,HYDROPEROXIDI-MONOMER,"['CATAL-RXN', 'RXN-8667']"
EG12768,kbaY,CPLX0-240,GALACTITOLCAT-PWY,SUGAR-ALCOHOLS-DEG,TAGAALDOL1-MONOMER,['TAGAALDOL-RXN']
G7631,kbaZ,,,,G7631-MONOMER,
EG10512,kbl,AKBLIG-CPLX,THREONINE-DEG2-PWY,THREONINE-DEG,AKBLIG-MONOMER,['AKBLIG-RXN']
EG11606,kch,,,,KCH-MONOMER,
EG12253,kdgK,DEOXYGLUCONOKIN-MONOMER,"['PWY-7242', 'GALACTUROCAT-PWY']","['SUGAR-ACIDS-DEG', 'D-Galacturonate-Degradation']",DEOXYGLUCONOKIN-MONOMER,['DEOXYGLUCONOKIN-RXN']
EG11869,kdgT,KDGT-MONOMER,,,KDGT-MONOMER,['TRANS-RXN-113']
EG10513,kdpA,ATPASE-1-CPLX,,,EG10513-MONOMER,['TRANS-RXN-2']
EG10514,kdpB,ATPASE-1-CPLX,,,KDPB-MONOMER,['TRANS-RXN-2']
EG10515,kdpC,ATPASE-1-CPLX,,,EG10515-MONOMER,['TRANS-RXN-2']
G0-10439,kdpF,ATPASE-1-CPLX,,,MONOMER0-12,['TRANS-RXN-2']
EG10518,kdsA,KDO-8PSYNTH-CPLX,PWY-1269,CMP-KDO-Biosynthesis,KDO-8PSYNTH-MONOMER,['KDO-8PSYNTH-RXN']
EG10519,kdsB,CPM-KDOSYNTH-MONOMER,PWY-1269,CMP-KDO-Biosynthesis,CPM-KDOSYNTH-MONOMER,['CPM-KDOSYNTH-RXN']
G7663,kdsC,KDO-8PPHOSPHAT-CPLX,PWY-1269,CMP-KDO-Biosynthesis,G7663-MONOMER,['KDO-8PPHOSPHAT-RXN']
G7662,kdsD,CPLX0-1262,PWY-1269,CMP-KDO-Biosynthesis,G7662-MONOMER,['DARAB5PISOM-RXN']
EG20110,kefB,KEFB-MONOMER,,,KEFB-MONOMER,['TRANS-RXN-42']
EG10521,kefC,CPLX0-7819,,,KEFC-MONOMER,['TRANS-RXN-42']
EG10522,kgtP,KGTP-MONOMER,,,KGTP-MONOMER,['TRANS-RXN-23']
EG11541,kup,KUP-MONOMER,,,KUP-MONOMER,['TRANS-RXN-3']
EG10524,lacA,GALACTOACETYLTRAN-CPLX,,,GALACTOACETYLTRAN-MONOMER,['GALACTOACETYLTRAN-RXN']
EG10526,lacY,LACY-MONOMER,,,LACY-MONOMER,"['TRANS-RXN-24', 'TRANS-RXN-94', 'RXN0-7215', 'RXN0-7217', 'RXN-17755']"
EG10527,lacZ,BETAGALACTOSID-CPLX,BGALACT-PWY,LACTOSE-DEG,BETAGALACTOSID-MONOMER,"['BETAGALACTOSID-RXN', 'RXN0-5363', 'RXN-17726', 'RXN0-7219']"
EG10528,lamB,CPLX0-7655,,,EG10528-MONOMER,"['RXN0-1741', 'RXN0-1804']"
G6621,ldcA,CPLX0-8616,"['PWY0-1546', 'PWY0-1261']","['Polymer-Degradation', 'Anhydromuropeptides-Recycling']",G6621-MONOMER,"['RXN0-5227', 'RXN0-2061']"
G6094,ldcC,LDC2-CPLX,"['PWY0-1601', 'PWY0-461', 'PWY0-1303']","['Acid-Resistance', 'Polyamine-Biosynthesis', 'LYSINE-DEG', 'Polyamine-Biosynthesis']",LDC2-MONOMER,['LYSDECARBOX-RXN']
G592,ldhA,CPLX0-8158,"['PWY-8274', 'FERMENTATION-PWY']","['Pyruvate-Lactate-Fermentation', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",DLACTDEHYDROGNAD-MONOMER,['DLACTDEHYDROGNAD-RXN']
G7073,ldtA,G7073-MONOMER,,,G7073-MONOMER,['RXN0-5401']
G6904,ldtE,G6904-MONOMER,PWY0-1586,Peptidoglycan-Biosynthesis,G6904-MONOMER,['RXN-16660']
EG11226,leuA,2-ISOPROPYLMALATESYN-MONOMER,LEUSYN-PWY,LEUCINE-SYN,2-ISOPROPYLMALATESYN-MONOMER,['2-ISOPROPYLMALATESYN-RXN']
EG11577,leuB,3-ISOPROPYLMALDEHYDROG-CPLX,LEUSYN-PWY,LEUCINE-SYN,3-ISOPROPYLMALDEHYDROG-MONOMER,"['RXN-13158', '3-ISOPROPYLMALDEHYDROG-RXN']"
EG11576,leuC,3-ISOPROPYLMALISOM-CPLX,LEUSYN-PWY,LEUCINE-SYN,LEUC-MONOMER,"['RXN-13163', 'RXN-8991', '3-ISOPROPYLMALISOM-RXN']"
EG11575,leuD,3-ISOPROPYLMALISOM-CPLX,LEUSYN-PWY,LEUCINE-SYN,LEUD-MONOMER,"['RXN-13163', 'RXN-8991', '3-ISOPROPYLMALISOM-RXN']"
G6984,leuE,G6984-MONOMER,,,G6984-MONOMER,"['TRANS-RXN0-270', 'RXN0-7050']"
G7945,lgoD,G7945-MONOMER,PWY0-1306,Aldonate-Degradation,G7945-MONOMER,['RXN0-5229']
EG12587,lgoT,YJIZ-MONOMER,,,YJIZ-MONOMER,['TRANS-RXN0-227']
EG12387,lhgD,EG12387-MONOMER,PWY0-461,LYSINE-DEG,EG12387-MONOMER,['RXN0-7319']
EG11306,lipA,CPLX0-782,"['PWY0-501', 'PWY0-1275']","['Lipoate-Biosynthesis', 'Lipoate-Biosynthesis']",EG11306-MONOMER,['RXN0-949']
EG11591,lipB,EG11591-MONOMER,PWY0-501,Lipoate-Biosynthesis,EG11591-MONOMER,"['RXN0-947', 'RXN0-1137', 'RXN0-1130', 'RXN0-1138']"
EG10536,livF,"['ABC-304-CPLX', 'ABC-15-CPLX']",,,LIVF-MONOMER,"['ABC-35-RXN', 'ABC-36-RXN', 'ABC-15-RXN', 'TRANS-RXN-312']"
EG10537,livG,"['ABC-15-CPLX', 'ABC-304-CPLX']",,,LIVG-MONOMER,"['ABC-36-RXN', 'ABC-15-RXN', 'ABC-35-RXN', 'TRANS-RXN-312']"
EG10538,livH,"['ABC-15-CPLX', 'ABC-304-CPLX']",,,LIVH-MONOMER,"['ABC-36-RXN', 'ABC-15-RXN', 'ABC-35-RXN', 'TRANS-RXN-312']"
EG10539,livJ,ABC-15-CPLX,,,LIVJ-MONOMER,"['ABC-35-RXN', 'ABC-36-RXN', 'ABC-15-RXN', 'TRANS-RXN-312']"
EG10540,livK,ABC-304-CPLX,,,LIVK-MONOMER,"['ABC-35-RXN', 'TRANS-RXN-312']"
EG10541,livM,"['ABC-15-CPLX', 'ABC-304-CPLX']",,,LIVM-MONOMER,"['ABC-36-RXN', 'ABC-15-RXN', 'ABC-35-RXN', 'TRANS-RXN-312']"
EG11963,lldD,L-LACTDEHYDROGFMN-MONOMER,PWY0-1317,Lactaldehyde-Degradation,L-LACTDEHYDROGFMN-MONOMER,"['L-LACTDEHYDROGFMN-RXN', 'RXN0-7227']"
EG11961,lldP,LCTP-MONOMER,,,LCTP-MONOMER,"['TRANS-RXN-104', 'TRANS-RXN0-515', 'TRANS-RXN-105', 'TRANS-RXN0-622']"
EG10543,lpd,"['PYRUVATEDEH-CPLX', 'GCVMULTI-CPLX', '2OXOGLUTARATEDEH-CPLX', 'E3-CPLX']","['GLYCOLYSIS-TCA-GLYOX-BYPASS', '1CMET2-PWY', 'PWY0-1608', 'TCA', 'GLYCLEAV-PWY', 'PYRUVDEHYD-PWY', 'PWY-5084']","['Energy-Metabolism', 'Super-Pathways', 'Folate-Transformations', 'GLYCINE-DEG', 'TCA-VARIANTS', 'GLYCINE-DEG', 'Acetyl-CoA-Biosynthesis', 'CARBOXYLATES-DEG', 'Energy-Metabolism']",E3-MONOMER,"['PYRUVDEH-RXN', 'RXN0-1134', 'RXN-12583', 'RXN-12508', 'RXN0-1133', 'GCVMULTI-RXN', 'GCVP-RXN', 'GCVT-RXN', '2OXOGLUTARATEDEH-RXN', '2OXOGLUTDECARB-RXN', 'RXN0-1147', '1.8.1.4-RXN', 'RXN-8629', 'RXN0-1132', 'RXN-7716', 'RXN-15119']"
EG11796,lplA,EG11796-MONOMER,"['PWY0-522', 'PWY0-1275']","['Lipoate-Biosynthesis', 'Lipoate-Biosynthesis']",EG11796-MONOMER,"['RXN-13039', 'RXN0-1141', 'RXN-17127', 'RXN-8655', 'RXN0-1139', 'RXN0-7424', 'RXN0-1140', 'RXN-8654', 'RXN0-7425', 'RXN0-5098', 'RXN0-7423', 'RXN-24036']"
EG12455,lplT,EG12455-MONOMER,,,EG12455-MONOMER,"['TRANS-RXN-294', 'TRANS-RXN-295', 'TRANS-RXN-387']"
G7665,lptA,CPLX0-7992,,,YHBN-MONOMER,['TRANS-RXN-237']
EG11680,lptB,CPLX0-7992,,,YHBG-MONOMER,['TRANS-RXN-237']
G7664,lptC,CPLX0-7992,,,G7664-MONOMER,['TRANS-RXN-237']
G7888,lptF,CPLX0-7992,,,G7888-MONOMER,['TRANS-RXN-237']
G7889,lptG,CPLX0-7992,,,G7889-MONOMER,['TRANS-RXN-237']
EG10545,lpxA,UDPNACETYLGLUCOSAMACYLTRANS-CPLX,NAGLIPASYN-PWY,Lipid-IV-A-Biosynthesis,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,['UDPNACETYLGLUCOSAMACYLTRANS-RXN']
EG10546,lpxB,CPLX0-7415,NAGLIPASYN-PWY,Lipid-IV-A-Biosynthesis,LIPIDADISACCHARIDESYNTH-MONOMER,['LIPIDADISACCHARIDESYNTH-RXN']
EG10265,lpxC,UDPACYLGLCNACDEACETYL-MONOMER,NAGLIPASYN-PWY,Lipid-IV-A-Biosynthesis,UDPACYLGLCNACDEACETYL-MONOMER,['UDPACYLGLCNACDEACETYL-RXN']
EG10316,lpxD,CPLX0-8016,NAGLIPASYN-PWY,Lipid-IV-A-Biosynthesis,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO,['UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN']
EG11409,lpxK,TETRAACYLDISACC4KIN-MONOMER,NAGLIPASYN-PWY,Lipid-IV-A-Biosynthesis,TETRAACYLDISACC4KIN-MONOMER,['TETRAACYLDISACC4KIN-RXN']
EG10464,lpxL,LAUROYLACYLTRAN-MONOMER,"['KDO-NAGLIPASYN-PWY', 'KDO-LIPASYN-PWY']","['Lipid-Biosynthesis', 'Lipopolysaccharide-Biosynthesis', 'Super-Pathways', 'Kdo-lipid-A-Biosynthesis']",LAUROYLACYLTRAN-MONOMER,['LAUROYLACYLTRAN-RXN']
EG10614,lpxM,MYRISTOYLACYLTRAN-MONOMER,"['KDO-LIPASYN-PWY', 'KDO-NAGLIPASYN-PWY']","['Kdo-lipid-A-Biosynthesis', 'Lipid-Biosynthesis', 'Lipopolysaccharide-Biosynthesis', 'Super-Pathways']",MYRISTOYLACYLTRAN-MONOMER,"['MYRISTOYLACYLTRAN-RXN', 'MYRPALMTRAN-RXN']"
G7241,lpxP,PALMITOTRANS-MONOMER,KDO-NAGLIPASYN-PWY,"['Lipid-Biosynthesis', 'Lipopolysaccharide-Biosynthesis', 'Super-Pathways']",PALMITOTRANS-MONOMER,['PALMITOTRANS-RXN']
G7146,lpxT,G7146-MONOMER,,,G7146-MONOMER,"['RXN0-5383', 'RXN-16281', 'UNDECAPRENYL-DIPHOSPHATASE-RXN']"
G6455,ltaE,LTAA-CPLX,PWY-5436,THREONINE-DEG,LTAA-MONOMER,"['RXN0-6563', 'THREONINE-ALDOLASE-RXN', 'PHENYLSERINE-ALDOLASE-RXN', 'LTAA-RXN']"
EG12712,luxS,EG12712-MONOMER,"['PWY-6151', 'PWY-6153']","['S-adenosyl-L-methionine-Biosynthesis', 'Autoinducer-Biosynthesis']",EG12712-MONOMER,['RIBOSYLHOMOCYSTEINASE-RXN']
EG10549,lysA,DIAMINOPIMDECARB-CPLX,DAPLYSINESYN-PWY,LYSINE-SYN,DIAMINOPIMDECARB-MONOMER,['DIAMINOPIMDECARB-RXN']
EG10550,lysC,ASPKINIII-CPLX,"['HOMOSERSYN-PWY', 'DAPLYSINESYN-PWY']","['Other-Amino-Acid-Biosynthesis', 'LYSINE-SYN']",ASPKINIII-MONOMER,['ASPARTATEKIN-RXN']
EG11337,lysP,LYSP-MONOMER,,,LYSP-MONOMER,['TRANS-RXN-58']
EG12284,lyxK,LYXK-CPLX,"['LYXMET-PWY', 'PWY-6961']","['Sugars-And-Polysaccharides-Degradation', 'Ascorbate-Degradation']",LYXK-MONOMER,"['LYXK-RXN', 'RXN0-704']"
G58,maa,MALTACETYLTRAN-CPLX,,,MALTACETYLTRAN-MONOMER,['MALTACETYLTRAN-RXN']
EG10948,maeA,MALIC-NAD-CPLX,"['GLYOXYLATE-BYPASS', 'TCA', 'GLUCONEO-PWY']","['Energy-Metabolism', 'TCA-VARIANTS', 'Gluconeogenesis']",MALIC-NAD-MONOMER,"['1.1.1.39-RXN', 'MALATE-DEH-RXN', 'OXALODECARB-RXN']"
G7293,maeB,MALIC-NADP-CPLX,GLUCONEO-PWY,Gluconeogenesis,MALIC-NADP-MONOMER,"['MALIC-NADP-RXN', 'MALATE-DEHYDROGENASE-NADP+-RXN', 'OXALODECARB-RXN', 'RXN-16819']"
EG11288,mak,EG11288-MONOMER,,,EG11288-MONOMER,"['MANNKIN-RXN', 'FRUCTOKINASE-RXN']"
EG10554,malE,ABC-16-CPLX,,,MALE-MONOMER,"['ABC-16-RXN', 'TRANS-RXN0-504', 'TRANS-RXN0-503']"
EG10555,malF,ABC-16-CPLX,,,MALF-MONOMER,"['ABC-16-RXN', 'TRANS-RXN0-504', 'TRANS-RXN0-503']"
EG10556,malG,ABC-16-CPLX,,,MALG-MONOMER,"['ABC-16-RXN', 'TRANS-RXN0-504', 'TRANS-RXN0-503']"
EG10558,malK,ABC-16-CPLX,,,MALK-MONOMER,"['ABC-16-RXN', 'TRANS-RXN0-504', 'TRANS-RXN0-503']"
EG10560,malP,MALDEXPHOSPHORYL-CPLX,GLYCOCAT-PWY,"['Glycan-Pathways', 'Glycogen-Degradation']",MALDEXPHOSPHORYL-MONOMER,"['RXN-21092', 'RXN-14286', 'RXN-14285', 'RXN-14284', 'RXN0-5182']"
EG10561,malQ,AMYLOMALT-MONOMER,GLYCOCAT-PWY,"['Glycan-Pathways', 'Glycogen-Degradation']",AMYLOMALT-MONOMER,"['AMYLOMALT-RXN', 'RXN-14261', 'RXN-14260', 'MALTODEG-RXN', 'RXN0-7347']"
EG10563,malX,MALX-MONOMER,,,MALX-MONOMER,"['TRANS-RXN0-575', 'TRANS-RXN0-574']"
EG10564,malY,CPLX0-8092,"['HOMOSER-METSYN-PWY', 'LCYSDEG-PWY', 'ALADEG-PWY', 'PWY-8072']","['Methionine-De-novo-Biosynthesis', 'CYSTEINE-DEG', 'ALANINE-DEG', 'Other-Amino-Acid-Biosynthesis']",EG10564-MONOMER,"['CYSTATHIONINE-BETA-LYASE-RXN', 'RXN-15131', 'LCYSDESULF-RXN', 'RXN-15129', 'ALARACECAT-RXN']"
EG10565,malZ,CPLX0-8615,GLYCOCAT-PWY,"['Glycan-Pathways', 'Glycogen-Degradation']",MALTODEXGLUCOSID-MONOMER,"['MALTODEXGLUCOSID-RXN', 'RXN0-5183', 'RXN-14281', 'RXN-14282', 'RXN-14283']"
EG10566,manA,MANNPISOM-MONOMER,"['PWY-5659', 'MANNCAT-PWY']","['GDP-Sugar-Biosynthesis', 'D-Mannose-Degradation']",MANNPISOM-MONOMER,['MANNPISOM-RXN']
EG10567,manX,CPLX-165,"['MANNCAT-PWY', 'GLYCOLYSIS']","['D-Mannose-Degradation', 'GLYCOLYSIS-VARIANTS']",MANX-MONOMER,"['TRANS-RXN-165', 'TRANS-RXN0-540', 'TRANS-RXN0-446', 'TRANS-RXN-167A', 'TRANS-RXN-157', 'TRANS-RXN-167', 'TRANS-RXN-158A']"
EG10568,manY,CPLX-165,"['MANNCAT-PWY', 'GLYCOLYSIS']","['D-Mannose-Degradation', 'GLYCOLYSIS-VARIANTS']",MANY-MONOMER,"['TRANS-RXN-165', 'TRANS-RXN0-540', 'TRANS-RXN0-446', 'TRANS-RXN-167A', 'TRANS-RXN-157', 'TRANS-RXN-167', 'TRANS-RXN-158A']"
EG10569,manZ,CPLX-165,"['MANNCAT-PWY', 'GLYCOLYSIS']","['D-Mannose-Degradation', 'GLYCOLYSIS-VARIANTS']",MANZ-MONOMER,"['TRANS-RXN-165', 'TRANS-RXN0-540', 'TRANS-RXN0-446', 'TRANS-RXN-167A', 'TRANS-RXN-157', 'TRANS-RXN-167', 'TRANS-RXN-158A']"
