Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Object ID
ylcH	b4588	572368	572469	DLP12 prophage; uncharacterized protein YlcH	UNCHARACTERIZED	G0-10584
ivbL	b3672	3852890	3852988	<i>ilvBN</i> operon leader peptide	PARTIAL	EG11275
yibS	b4650	3768639	3768890	RHS family protein YibS		G0-16666
ecpA	b0293	310084	310671	common pilus major subunit	WELL-CHARACTERIZED	G6164
betA	b0311	325577	327247	choline dehydrogenase	WELL-CHARACTERIZED	EG10109
rpsF	b4200	4425118	4425513	30S ribosomal subunit protein S6	WELL-CHARACTERIZED	EG10905
yicI	b3656	3832219	3834537	&alpha;-D-xyloside xylohydrolase	PARTIAL	EG11685
yhiD	b3508	3655255	3655902	inner membrane protein YhiD	UNCHARACTERIZED	EG11400
acnB	b0118	131615	134212	AcnB	WELL-CHARACTERIZED	EG12316
yeeR	b2001	2074779	2076311	CP4-44 prophage; inner membrane protein YeeR	UNCHARACTERIZED	G7081
rpoH	b3461	3599929	3600783	RNA polymerase sigma factor RpoH	WELL-CHARACTERIZED	EG10897
sokB	b4429	1492119	1492175	putative small regulatory RNA antitoxin SokB	PARTIAL	G0-9611
mtfA	b1976	2043651	2044448	Mlc titration factor	PARTIAL	G7063
omrA	b4444	2976102	2976189	small regulatory RNA OmrA	WELL-CHARACTERIZED	G0-8868
b0609	b0609	643407	643868			G6336
ygaQ	b4462	2786397	2788649	putative uncharacterized protein YgaQ		G7389
avtA	b3572	3739705	3740958	valine&mdash;pyruvate aminotransferase	WELL-CHARACTERIZED	EG10107
yggE	b2922	3067340	3068080	DUF541 domain-containing protein YggE	UNCHARACTERIZED	EG11244
yobB	b1843	1925440	1926096	putative carbon-nitrogen hydrolase family protein YobB	PARTIAL	G7015
blc	b4149	4377189	4377722	outer membrane lipocalin protein	PARTIAL	G7837
ulaE	b4197	4422846	4423700	L-ribulose-5-phosphate 3-epimerase UlaE	WELL-CHARACTERIZED	G7859
yedE	b1929	2008277	2009482	putative selenium transporter YedE	PARTIAL	EG11660
ydjO	b1730	1812329	1813132	protein YdjO	UNCHARACTERIZED	G6935
araH	b4460	1982554	1983540	arabinose ABC transporter membrane subunit	WELL-CHARACTERIZED	EG10059
yajG	b0434	453589	454167	putative lipoprotein YajG	UNCHARACTERIZED	EG12182
leuP	b4369	4606200	4606286	tRNA-Leu(CAG)	WELL-CHARACTERIZED	EG30047
pdeH	b3525	3678420	3679187	cyclic di-GMP phosphodiesterase PdeH	WELL-CHARACTERIZED	EG12252
lsrC	b1514	1603019	1604047	Autoinducer-2 ABC transporter membrane subunit LsrC	WELL-CHARACTERIZED	G6801
proK	b3545	3708616	3708692	tRNA-Pro(CGG)	WELL-CHARACTERIZED	EG30066
bisC	b3551	3714061	3716394	biotin sulfoxide reductase	PARTIAL	EG10124
ymgJ	b4594	1223264	1223449	uncharacterized protein YmgJ	UNCHARACTERIZED	G0-10590
essQ	b1556	1640370	1640585	Qin prophage; putative prophage lysis protein EssQ	PARTIAL	G6829
yciI	b1251	1310569	1310865	protein YciI	UNCHARACTERIZED	EG11607
ybfC	b0704	735650	736219	uncharacterized protein YbfC	UNCHARACTERIZED	EG11523
elfD	b0939	998490	999191	putative fimbrial chaperone ElfD	PARTIAL	G6481
ileS	b0026	22391	25207	isoleucine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG10492
yddB	b1495	1575247	1577619	putative TonB-dependent receptor YddB	PARTIAL	EG11743
yafJ	b0223	244327	245094	putative glutamine amidotransferase YafJ	PARTIAL	G6107
rhsD	b0497	523261	527541	protein RhsD	UNCHARACTERIZED	EG10849
gnsA	b4517	1052067	1052240	putative phosphatidylethanolamine synthesis regulator GnsA	PARTIAL	G0-9662
yjbE	b4026	4235906	4236148	uncharacterized protein YjbE	UNCHARACTERIZED	EG11923
degP	b0161	180884	182308	periplasmic serine endoprotease DegP	WELL-CHARACTERIZED	EG10463
ydiQ	b1697	1779617	1780381	putative electron transfer flavoprotein subunit YdiQ	PARTIAL	G6920
lsrG	b1518	1606999	1607289	(4<i>S</i>)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	WELL-CHARACTERIZED	G6805
proA	b0243	261503	262756	glutamate-5-semialdehyde dehydrogenase	WELL-CHARACTERIZED	EG10767
yheV	b4551	3478592	3478792	DUF2387 domain-containing protein YheV	UNCHARACTERIZED	G0-10466
lysY	b0747	781147	781222	tRNA-Lys(UUU)	WELL-CHARACTERIZED	G6390
yfcH	b2304	2421708	2422601	epimerase family protein YfcH	UNCHARACTERIZED	G7196
mdtB	b2075	2155263	2158385	multidrug efflux pump RND permease subunit MdtB	WELL-CHARACTERIZED	G7114
fadE	b0221	240859	243303	acyl-CoA dehydrogenase	WELL-CHARACTERIZED	G6105
pphB	b2734	2859760	2860416	phosphoprotein phosphatase 2	PARTIAL	G7415
bamE	b2617	2753605	2753946	outer membrane protein assembly factor BamE	WELL-CHARACTERIZED	EG10952
yraQ	b3151	3297098	3298138	permease family protein YraQ	UNCHARACTERIZED	G7645
yccS	b0960	1021730	1023883	putative transporter YccS	PARTIAL	G6495
yncL	b4598	1517099	1517194	uncharacterized protein YncL	UNCHARACTERIZED	G0-8887
queE	b2777	2904747	2905418	putative 7-carboxy-7-deazaguanine synthase QueE	PARTIAL	G7443
rsmE	b2946	3091134	3091865	16S rRNA m<sup>3</sup>U1498 methyltransferase	WELL-CHARACTERIZED	EG12366
aceK	b4016	4218596	4220332	isocitrate dehydrogenase kinase/phosphatase	WELL-CHARACTERIZED	EG10026
yidR	b3689	3868062	3869309	DUF3748 domain-containing galacturonate catabolism protein YidR	PARTIAL	EG11713
ecpE	b0289	304495	305205	putative fimbrial chaperone EcpE	PARTIAL	G6160
frvX	b3898	4089855	4090925	peptidase M42 family protein FrvX	UNCHARACTERIZED	EG11862
rffC	b3790	3974467	3975141	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	WELL-CHARACTERIZED	EG11455
ymfL	b1147	1203268	1203825	e14 prophage; uncharacterized protein YmfL	UNCHARACTERIZED	G6591
proX	b2679	2807132	2808124	glycine betaine ABC transporter periplasmic binding protein ProX	WELL-CHARACTERIZED	EG10773
yriA	b4791	3640612	3640686	protein YriA	UNCHARACTERIZED	G0-17037
frsA	b0239	256527	257771	fermentation-respiration switch protein	WELL-CHARACTERIZED	EG11091
ampG	b0433	452070	453545	muropeptide:H<sup>+</sup> symporter	WELL-CHARACTERIZED	EG12183
yfiC	b2575	2712027	2712764	tRNA m<sup>6</sup>A37 methyltransferase	WELL-CHARACTERIZED	EG11538
ybgC	b0736	774752	775156	esterase/thioesterase	PARTIAL	EG11110
fliM	b1945	2020087	2021091	flagellar motor switch protein FliM	WELL-CHARACTERIZED	EG10323
chiP	b0681	708334	709740	chitooligosaccharide outer membrane channel	WELL-CHARACTERIZED	G6370
mlc	b1594	1667344	1668564	DNA-binding transcriptional repressor Mlc	WELL-CHARACTERIZED	G6852
rsxA	b1627	1705767	1706348	SoxR [2Fe-2S] reducing system protein RsxA	WELL-CHARACTERIZED	G6871
nupC	b2393	2513042	2514244	nucleoside:H<sup>+</sup> symporter NupC	WELL-CHARACTERIZED	EG11971
ttdR	b3060	3205324	3206256	Dan transcriptional activator // DNA-binding transcriptional activator Dan	WELL-CHARACTERIZED	EG12694
zipA	b2412	2530247	2531233	cell division protein ZipA	WELL-CHARACTERIZED	G7258
yfeW	b2430	2548102	2549406	penicillin binding protein 4B	WELL-CHARACTERIZED	G7265
matP	b0956	1018485	1018937	macrodomain Ter protein	WELL-CHARACTERIZED	EG12855
dpaA	b0224	245065	245805	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A	WELL-CHARACTERIZED	G6108
cytR	b3934	4123431	4124456	CytR	WELL-CHARACTERIZED	EG10200
yigF	b3817	4002419	4002799	DUF2628 domain-containing protein YigF	UNCHARACTERIZED	EG11464
mltD	b0211	232597	233955	membrane-bound lytic murein transglycosylase D	WELL-CHARACTERIZED	EG10246
araE	b2841	2980764	2982182	arabinose:H<sup>+</sup> symporter	WELL-CHARACTERIZED	EG10056
gltA	b0720	753185	754468	citrate synthase	WELL-CHARACTERIZED	EG10402
rcbA	b1347	1413531	1413740	Rac prophage; double-strand break reduction protein	PARTIAL	EG11901
dnaN	b3701	3881221	3882321	&beta; sliding clamp	WELL-CHARACTERIZED	EG10242
glcC	b2980	3128272	3129036	DNA-binding transcriptional dual regulator GlcC	WELL-CHARACTERIZED	G7546
intZ	b2442	2558858	2560066	CPZ-55 prophage; putative phage integrase IntZ	PARTIAL	G7272
bhsB	b4832	1169303	1169402	small RNA BhsB	PARTIAL	G0-17107
yebZ	b1840	1923719	1924591	CopD family protein	PARTIAL	G7013
baxL	b4794	3737177	3737203	putative translational regulatory protein BaxL	PARTIAL	G0-17040
cueO	b0123	137083	138633	multicopper oxidase CueO	WELL-CHARACTERIZED	EG12318
glyY	b4165	4392583	4392658	tRNA-Gly(GCC)	WELL-CHARACTERIZED	EG30041
holE	b1842	1925108	1925338	DNA polymerase III subunit &theta;	WELL-CHARACTERIZED	EG11505
apaH	b0049	50380	51222	diadenosine tetraphosphatase	WELL-CHARACTERIZED	EG10048
oppF	b1247	1305764	1306768	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF	WELL-CHARACTERIZED	EG10678
yahJ	b0324	341125	342507	amidohydrolase family protein YahJ	UNCHARACTERIZED	G6189
ykiD	b4732	408947	409030	protein YkiD	UNCHARACTERIZED	G0-16727
uof	b4637	710639	710725	RyhB-regulated <i>fur</i> leader peptide	PARTIAL	G0-10580
dedD	b2314	2431022	2431684	cell division protein DedD	WELL-CHARACTERIZED	EG10218
hdhA	b1619	1697273	1698040	7-&alpha;-hydroxysteroid dehydrogenase	WELL-CHARACTERIZED	EG10425
argA	b2818	2949242	2950573	N-acetylglutamate synthase	WELL-CHARACTERIZED	EG10063
ydfA	b1571	1648508	1648663	Qin prophage; DUF1391 domain-containing protein YdfA	UNCHARACTERIZED	EG11300
yjhP	b4306	4532437	4533183	KpLE2 phage-like element; putative methyltransferase YjhP	PARTIAL	G7916
ugpQ	b3449	3587370	3588113	glycerophosphodiester phosphodiesterase UgpQ	WELL-CHARACTERIZED	EG11050
nanQ	b3221	3369014	3369478	<i>N</i>-acetylneuraminate anomerase	WELL-CHARACTERIZED	G7675
lysT	b0743	780554	780629	tRNA-Lys(UUU)	WELL-CHARACTERIZED	EG30055
sraA		458728	458784	small RNA SraA	UNCHARACTERIZED	G0-8861
yadM	b0138	152243	152812	putative fimbrial protein YadM	PARTIAL	EG12327
purH	b4006	4205943	4207532	bifunctional AICAR transformylase/IMP cyclohydrolase	WELL-CHARACTERIZED	EG10795
ybdD	b4512	632182	632379	PF04328 family protein YbdD	UNCHARACTERIZED	G0-10438
napB	b2203	2298269	2298718	periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein	WELL-CHARACTERIZED	EG12061
dacC	b0839	880727	881929	D-alanyl-D-alanine carboxypeptidase DacC	WELL-CHARACTERIZED	EG10203
tolB	b0740	777740	779032	Tol-Pal system periplasmic protein TolB	WELL-CHARACTERIZED	EG11008
yrdA	b3279	3429236	3429790	hexapeptide repeats-containing protein YrdA	PARTIAL	G7696
yadG	b0127	142779	143705	putative ABC transporter ATP-binding protein YadG	PARTIAL	EG12320
rplE	b3308	3446899	3447438	50S ribosomal subunit protein L5	WELL-CHARACTERIZED	EG10868
gltU	b3757	3943435	3943510	tRNA-Glu(UUC)	WELL-CHARACTERIZED	EG30033
ygiD	b3039	3181619	3182434	4,5-DOPA dioxygenase extradiol	PARTIAL	EG11166
ycgY	b1196	1245160	1245600	uncharacterized protein YcgY	UNCHARACTERIZED	G6625
ldrC	b4423	1270238	1270345	small toxic polypeptide LdrC	PARTIAL	G0-9607
ruvC	b1863	1946855	1947376	crossover junction endodeoxyribonuclease RuvC	WELL-CHARACTERIZED	EG10925
nei	b0714	745935	746726	endonuclease VIII	WELL-CHARACTERIZED	G6383
rsmD	b3465	3604393	3604989	16S rRNA m<sup>2</sup>G966 methyltransferase	WELL-CHARACTERIZED	EG10343
rpnE	b2244	2356904	2357803	inactive recombination-promoting nuclease-like protein RpnE	UNCHARACTERIZED	EG12323
argY	b2693	2818198	2818274	tRNA-Arg(ACG)	WELL-CHARACTERIZED	EG30018
ykfB	b0250	265620	266087	CP4-6 prophage; protein YkfB	UNCHARACTERIZED	G6125
agaW	b3134	3280701	3281102	<I>N</I>-acetyl-D-galactosamine specific PTS truncated enzyme IIC component		G7633
gfcE	b0983	1044664	1045803	putative exopolysaccharide export lipoprotein GfcE	PARTIAL	G6504
yqeG	b2845	2985847	2987076	putative transporter YqeG	PARTIAL	G7465
mdtI	b1599	1672820	1673149	multidrug/spermidine efflux pump membrane subunit MdtI	WELL-CHARACTERIZED	G6857
ypfM	b4606	2590807	2590866	uncharacterized protein YpfM	UNCHARACTERIZED	G0-8888
lgoR	b4357	4594937	4595851	putative DNA-binding transcriptional regulator LgoR	PARTIAL	G7944
ysdD	b4757	3884026	3884106	protein YsdD	UNCHARACTERIZED	G0-16751
tyrT	b1231	1287538	1287622	tRNA-Tyr(GUA)	WELL-CHARACTERIZED	EG30106
rseC	b2570	2707322	2707801	regulatory protein RseC	WELL-CHARACTERIZED	G7347
yehK	b4541	2203972	2204289	uncharacterized protein YehK	UNCHARACTERIZED	G0-10458
tesA	b0494	519139	519765	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	WELL-CHARACTERIZED	EG11542
mdtC	b2076	2158386	2161463	multidrug efflux pump RND permease subunit MdtC	WELL-CHARACTERIZED	G7115
nhoA	b1463	1534024	1534869	arylamine <i>N</i>-acetyltransferase	PARTIAL	G6770
mhpC	b0349	371239	372105	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	WELL-CHARACTERIZED	M012
kdsC	b3198	3342273	3342839	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC	PARTIAL	G7663
yhiM	b3491	3634841	3635893	inner membrane protein YhiM	UNCHARACTERIZED	EG12228
trg	b1421	1492470	1494110	methyl-accepting chemotaxis protein Trg	WELL-CHARACTERIZED	EG11018
yjjY	b4402	4640402	4640542	uncharacterized protein YjjY	UNCHARACTERIZED	G7954
sodA	b3908	4100810	4101430	superoxide dismutase (Mn)	WELL-CHARACTERIZED	EG10953
yeiI	b2160	2251700	2252788	putative sugar kinase YeiI	PARTIAL	EG12028
insB2	b0264	279178	279681	IS1 protein InsB	PARTIAL	G6138
dicD	b4135	4362733	4363308	DNA-binding transcriptional regulator DicD	PARTIAL	EG12176
ogt	b1335	1399721	1400236	methylated-DNA&mdash;[protein]-cysteine <i>S</i>-methyltransferase	WELL-CHARACTERIZED	EG10668
b2596	b2596	2736913	2737119			G7353
ygcU	b4463	2897964	2899418	putative FAD-containing dehydrogenase	PARTIAL	G7439
kdsD	b3197	3341266	3342252	D-arabinose 5-phosphate isomerase KdsD	WELL-CHARACTERIZED	G7662
rhaM	b3901	4093124	4093438	L-rhamnose mutarotase	WELL-CHARACTERIZED	EG11865
yfbR	b2291	2408862	2409461	dCMP phosphohydrolase	WELL-CHARACTERIZED	G7185
insCD6		4498272	4499500	IS2 element transposase InsAB'	PARTIAL	G0-10546
ynfD	b1586	1657565	1657870	DUF1161 domain-containing protein YnfD	UNCHARACTERIZED	G6844
ynaK	b1365	1425377	1425640	Rac prophage; ParB-like nuclease domain-containing protein YnaK	UNCHARACTERIZED	G6688
yfeN	b2408	2525127	2525891	putative outer membrane porin YfeN	PARTIAL	G7256
yjiJ	b4332	4561497	4562675	putative transporter YjiJ	PARTIAL	G7929
ldtA	b1990	2062391	2063323	L,D-transpeptidase LdtA	WELL-CHARACTERIZED	G7073
yebY	b1839	1923365	1923706	DUF2511 domain-containing protein YebY	UNCHARACTERIZED	G7012
recF	b3700	3880148	3881221	recombination mediator protein RecF	PARTIAL	EG10828
ccmB	b2200	2296362	2297024	cytochrome <i>c</i> maturation protein B	WELL-CHARACTERIZED	EG12058
citF	b0615	648039	649571	citrate lyase &alpha; subunit	WELL-CHARACTERIZED	G6341
yjiM	b4335	4564699	4565850	putative dehydratase subunit	PARTIAL	G7932
ogrK	b2082	2167302	2167520	prophage P2 late control protein OgrK	PARTIAL	G7119
frdA	b4154	4380510	4382318	fumarate reductase flavoprotein subunit	WELL-CHARACTERIZED	EG10330
djlC	b0649	680212	681663	co-chaperone DjlC	WELL-CHARACTERIZED	G6356
nusA	b3169	3316039	3317526	transcription termination/antitermination protein NusA	WELL-CHARACTERIZED	EG10665
xanP	b3654	3828945	3830336	xanthine:H+ symporter XanP	WELL-CHARACTERIZED	EG11194
yfcC	b2298	2417081	2418601	putative transporter YfcC	PARTIAL	G7190
prlC	b3498	3643140	3645182	oligopeptidase A	WELL-CHARACTERIZED	EG11441
yehB	b2109	2188430	2190910	putative fimbrial usher protein YehB	PARTIAL	EG11988
insEF2		391739	392901	IS3 element transposase	PARTIAL	G0-10529
yhiS	b3504			putative uncharacterized protein YhiS		EG12238
ldrD	b4453	3699980	3700087	small toxic polypeptide LdrD	PARTIAL	G0-9041
ydbJ	b4529	1441058	1441324	DUF333 domain-containing protein YdbJ	UNCHARACTERIZED	G0-10450
metU	b0666	696664	696740	tRNA-Met(CAU)	WELL-CHARACTERIZED	EG30059
rne	b1084	1141182	1144367	ribonuclease E	WELL-CHARACTERIZED	EG10859
ydhQ	b1664	1744871	1746127	putative adhesin-related protein YdhQ	PARTIAL	G6894
ybgO	b0716	747921	748982	putative fimbrial protein YbgO	PARTIAL	G6385
yphG	b2549	2679464	2682745	DUF5107 domain-containing protein YphG	UNCHARACTERIZED	G7343
gadE	b3512	3658366	3658893	DNA-binding transcriptional activator GadE	WELL-CHARACTERIZED	EG11544
yaaA	b0006	5683	6459	DNA binding and peroxide stress response protein YaaA	WELL-CHARACTERIZED	EG10011
lptF	b4261	4486218	4487318	lipopolysaccharide transport system protein LptF	WELL-CHARACTERIZED	G7888
tamA	b4220	4442382	4444115	translocation and assembly module subunit TamA	PARTIAL	G7874
pitB	b2987	3134872	3136371	metal phosphate:H<sup>+</sup> symporter PitB	WELL-CHARACTERIZED	EG12883
dosC	b1490	1565758	1567140	diguanylate cyclase DosC	WELL-CHARACTERIZED	G6784
yobI	b4677	1946115	1946180	uncharacterized protein YobI	UNCHARACTERIZED	G0-10644
ygfM	b2880	3020540	3021319	putative oxidoreductase	PARTIAL	G7499
yqhH	b3014	3158627	3158884	lipoprotein YqhH	UNCHARACTERIZED	G7567
chiA	b3338	3467160	3469853	endochitinase	PARTIAL	EG11237
recQ	b3822	4005864	4007693	ATP-dependent DNA helicase RecQ	WELL-CHARACTERIZED	EG10833
dnaE	b0184	205126	208608	DNA polymerase III subunit &alpha;	WELL-CHARACTERIZED	EG10238
yaiW	b0378	397872	398966	surface-exposed outer membrane lipoprotein	PARTIAL	G6227
napD	b2207	2302750	2303013	NapA signal peptide-binding chaperone NapD	WELL-CHARACTERIZED	EG12143
paaG	b1394	1458264	1459052	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	WELL-CHARACTERIZED	G6715
cyoA	b0432	450663	451610	cytochrome <i>bo</i><sub>3</sub> subunit 2	WELL-CHARACTERIZED	EG10178
guaD	b2883	3025766	3027085	guanine deaminase	WELL-CHARACTERIZED	G7502
ptsI	b2416	2534066	2535793	PTS enzyme I	PARTIAL	EG10789
rplU	b3186	3333140	3333451	50S ribosomal subunit protein L21	WELL-CHARACTERIZED	EG50001
adk	b0474	497175	497819	adenylate kinase	WELL-CHARACTERIZED	EG10032
insL2	b0582	608065	609177	IS186/IS421 transposase	PARTIAL	G6327
yfdO	b2358	2472878	2473246	CPS-53 (KpLE1) prophage; protein YdfO	PARTIAL	G7227
nanK	b3222	3369475	3370350	<i>N</i>-acetylmannosamine kinase	WELL-CHARACTERIZED	G7676
yfdI	b2352	2469131	2470462	CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI	PARTIAL	G7221
rrlB	b3970	4168641	4171544	23S ribosomal RNA	WELL-CHARACTERIZED	EG30078
uxuB	b4323	4552901	4554361	D-mannonate oxidoreductase	WELL-CHARACTERIZED	EG20248
nrfG	b4076	4293543	4294139	putative formate-dependent nitrite reductase complex subunit NrfG	PARTIAL	EG11950
hmp	b2552	2685835	2687025	nitric oxide dioxygenase	WELL-CHARACTERIZED	EG10456
ydcK	b1428	1499469	1500449	putative acyltransferase YdcK	PARTIAL	G6741
holB	b1099	1155762	1156766	DNA polymerase III subunit &delta;'	WELL-CHARACTERIZED	EG11500
hycD	b2722	2846489	2847412	hydrogenase 3 membrane subunit HycD	WELL-CHARACTERIZED	EG10477
phoQ	b1129	1188316	1189776	sensor histidine kinase PhoQ	WELL-CHARACTERIZED	EG10732
lptE	b0641	671605	672186	lipopolysaccharide assembly protein LptE	WELL-CHARACTERIZED	EG10855
nudB	b1865	1948180	1948632	dihydroneopterin triphosphate diphosphatase	WELL-CHARACTERIZED	EG11138
fdnH	b1475	1550461	1551345	formate dehydrogenase N subunit &beta;	WELL-CHARACTERIZED	EG11228
fruL	b0079	87860	87946			EG11273
hofB	b0107	115714	117099	T2SSE family protein	PARTIAL	EG12106
yfjW	b2642	2773318	2775021	CP4-57 prophage; uncharacterized protein YfjW	UNCHARACTERIZED	G7377
rrfA	b3855	4040517	4040636	5S ribosomal RNA	WELL-CHARACTERIZED	EG30070
rtcR	b3422	3558268	3559866	DNA-binding transcriptional activator RtcR	PARTIAL	EG12356
rdlB	b4422	1269858	1269923	putative antisense regulatory RNA RdlB	PARTIAL	G0-9606
rof	b0189	213678	213932	modulator of Rho-dependent transcription termination	PARTIAL	G6097
yjaH	b4001	4200566	4201261	DUF1481 domain-containing protein YjaH	UNCHARACTERIZED	EG11917
gltI	b0655	686839	687747	glutamate/aspartate ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	G6359
hofP	b3392	3520615	3521019	DNA utilization protein HofP	PARTIAL	G7736
dgcQ	b1956	2026323	2028017	diguanylate cyclase DgcQ	WELL-CHARACTERIZED	G7049
fepE	b0587	618254	619387	polysaccharide co-polymerase family protein FepE	WELL-CHARACTERIZED	EG10297
yceM	b1068	1126806	1127729	putative oxidoreductase YceM	PARTIAL	G6560
yedJ	b1962	2032384	2033079	putative HD superfamily phosphohydrolase YedJ	PARTIAL	EG12710
nupX	b2161	2252895	2254145	putative nucleoside transporter	PARTIAL	EG12029
tdcF	b3113	3259721	3260110	putative enamine/imine deaminase	PARTIAL	G7626
insEF3		566842	568004	IS3 element transposase	PARTIAL	G0-10530
zntR	b3292	3438705	3439130	DNA-binding transcriptional activator ZntR	WELL-CHARACTERIZED	EG11969
ygfB	b2909	3054866	3055444	PF03695 family protein YgfB	UNCHARACTERIZED	EG11323
holD	b4372	4607803	4608216	DNA polymerase III subunit &psi;	WELL-CHARACTERIZED	EG11414
yhcC	b3211	3353121	3354050	radical SAM family oxidoreductase YhcC	PARTIAL	G7669
yafC	b0208	229967	230881	DNA-binding transcriptional regulator YafC	PARTIAL	EG11649
ansB	b2957	3099682	3100728	L-asparaginase 2	WELL-CHARACTERIZED	EG10046
rrrD	b0555	577613	578110	DLP12 prophage; lysozyme	WELL-CHARACTERIZED	G6310
apt	b0469	491412	491963	adenine phosphoribosyltransferase	WELL-CHARACTERIZED	EG10051
ompN	b1377	1435760	1436893	outer membrane porin N	WELL-CHARACTERIZED	G6700
infB	b3168	3313342	3316014	translation initiation factor IF-2&beta;' // translation initiation factor IF-2&beta; // translation initiation factor IF-2	WELL-CHARACTERIZED	EG10505
rrlE	b4009	4210043	4212946	23S ribosomal RNA	WELL-CHARACTERIZED	EG30081
yehE	b2112	2192515	2192796	DUF2574 domain-containing protein YehE	UNCHARACTERIZED	EG11991
ribC	b1662	1742601	1743242	riboflavin synthase	WELL-CHARACTERIZED	EG11406
