Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
75,2139,93840376.3019286,93936315.349767,130510811.849461,352451274.345462,0.00525381987526785,-0.473180305832688,-1.88878283383068,-0.478434125707956,-1.89403665370595,-1.415602527998,0.000338350386176923,0.000863657300783049,True,,,,,,,SPO2137,,,,1,SPO_RS10835,0.0,
76,1506,114196937.785557,120542025.622026,79611939.5868172,694023796.582394,-0.110977832846568,0.520901092736838,-2.61408076226762,0.631878925583407,-2.50310292942105,-3.13498185500446,0.000339649230685173,0.000875172731460156,True,,,0.0425,,,,SPO1503,K06136,,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)",1,SPO_RS07655,0.0,
77,1518,20854824.8347128,119308584.442969,25211095.0701965,215394354.149273,-2.4868834590513,-0.249589783660429,-3.36221395797293,2.23729367539087,-0.875330498921631,-3.1126241743125,0.00034219062800608,0.000886688162137264,True,0.0336,,0.0008,0.0246,,,SPO1515,,,"Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)",1,SPO_RS07710,1.0,PSII-RXN
78,2267,20786355.8544398,2304002.0891836,5589220.06746746,13922021.6576356,3.18317306699333,1.8843651198888,0.570696124009064,-1.29880794710453,-2.61247694298427,-1.31366899587973,0.000354253600506696,0.000898203592814371,True,,,,,,,SPO2264,,,Phage portal protein BeeE (BeeE),1,SPO_RS11485,0.0,
79,1511,90882075.7856179,266292200.963151,156403096.540496,685140885.523763,-1.51486557445684,-0.703197537460432,-2.89727797228587,0.811668036996412,-1.38241239782902,-2.19408043482544,0.000367426998420036,0.000909719023491478,True,,,0.0006,,,,SPO1508,K00114,,"Glucose dehydrogenase, PQQ-dependent (Gcd) (PDB:1FLG)",1,SPO_RS07675,0.0,
80,3607,509166780.20024,51753532.7812966,28882589.7247972,1245463310.10123,3.29441784768947,4.13832847998633,-1.25102567800916,0.843910632296868,-4.54544352569863,-5.3893541579955,0.000373363930588766,0.000921234454168585,True,,,0.0175,,,,SPO3608,K08691,Ethylmalonyl pathway,Citrate lyase beta subunit (CitE) (PDB:4ROQ),1,SPO_RS18280,2.0,"MALYL-COA-LYASE-RXN, RXN-8961"
81,3263,842819913.450292,7253421175.6683,1372651752.83657,5731391672.74926,-3.21439690152739,-0.811572859243288,-2.82349921974208,2.4028240422841,0.390897681785311,-2.01192636049879,0.000373600453438958,0.000932749884845693,True,,,,,,,SPO_tRNA-Ala-2,,,,1,SPO_RS16545,0.0,
82,157,89059524.2652084,40175120.2248682,170063083.476041,82038706.6531878,1.14058217825629,-0.93866019804841,0.152433188244774,-2.0792423763047,-0.988148990011524,1.09109338629318,0.000390890331131117,0.0009442653155228,True,,,,,,,SPO_tRNA-Pro-2,,,,1,SPO_RS00815,0.0,
83,1514,47326666.5226678,85479023.2688306,36884629.6666185,200013428.679036,-0.837144961329496,0.36416747042363,-2.05657071014526,1.20131243175312,-1.21942574881576,-2.42073818056889,0.000397615939818969,0.000955780746199908,True,,,,,,,SPO1511,,,"ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)",1,SPO_RS07690,0.0,
84,3845,23090675.2969614,33094374.1045199,107032060.445264,59157176.1338079,-0.546656960594386,-2.23916870604994,-1.31748942679038,-1.69251174545556,-0.770832466196001,0.92167927925956,0.000399005163636407,0.000967296176877015,True,,,,,,,SPO3843,K13936,,"Predicted permease, AEC (auxin efflux carrier) family (YfdV)",1,SPO_RS19500,0.0,
85,370,1428544107.68464,64759707.3154683,48212403.7229396,2101082920.31395,4.46540499876797,4.89000084415128,-0.502781256906125,0.424595845383315,-4.96818625567409,-5.39278210105741,0.000401711994658441,0.000978811607554122,True,0.0148,0.0139,,,,,SPO0370,K14446,Ethylmalonyl pathway,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),1,SPO_RS01875,2.0,"RXN-18384, RXN-8957"
86,1520,107819974.20316,126498868.299627,63155829.7151432,497707708.564098,-0.29691352231034,0.705275320127462,-2.2544143700684,1.0021888424378,-1.95750084775806,-2.95968969019586,0.000409401801308678,0.000990327038231229,True,,,0.0019,,,,SPO1517,K09386,,Carbon monoxide dehydrogenase subunit CoxG (CoxG) (PDB:2NS9),1,SPO_RS07720,0.0,
87,1733,17061479.8482693,9921207.80346585,32179856.8747015,61208396.6509988,0.807859354438495,-0.908090319905809,-1.84005645115418,-1.7159496743443,-2.64791580559267,-0.931966131248373,0.000411593793119163,0.00100184246890833,True,,,,,,,SPO_tRNA-Glu-3,,,,1,SPO_RS08810,0.0,
88,3775,73032301.8155854,679071195.861023,195114728.811954,341096548.579536,-3.21352233295923,-1.39618694336284,-2.20478938424634,1.81733538959638,1.00873294871288,-0.808602440883497,0.000455512445512782,0.00101335789958544,True,,,,,,,SPO_tRNA-Leu-6,,,,1,SPO_RS19150,0.0,
89,1797,27621597.9556817,131789102.764785,91563251.5134703,81223432.2473031,-2.25416917220569,-1.72696968669076,-1.5073873217638,0.527199485514938,0.746781850441895,0.219582364926957,0.000460021987237663,0.00102487333026255,True,,,,0.0345,,,SPO1795,K00124,,Fe-S-cluster-containing dehydrogenase component (DMSO reductase) (HybA) (PDB:2VPW),1,SPO_RS09130,0.0,
90,48,4501957.90651124,25495101.7369157,7855966.82736193,15715174.8822601,-2.49729214048348,-0.800159205462126,-1.74781989214137,1.69713293502135,0.749472248342101,-0.947660686679253,0.000461259905682977,0.00103638876093965,True,,,,,,,SPO0048,K00788,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138),1,SPO_RS00245,3.0,"RXN-12611, THI-P-SYN-RXN, RXN-12610"
91,3458,7732827.86004007,1664972.86299925,1349067.82658866,3935091.94674834,2.21323969595653,2.51808040337954,1.05848029032916,0.304840707423007,-1.15475940562737,-1.45960011305038,0.000464338305258052,0.00104790419161676,True,,,,,,,SPO3460,K02423,,,1,SPO_RS17525,0.0,
92,3260,823408004.270544,1191851336.13406,1506334755.21707,3360066211.5333,-0.501684337739256,-0.875632422803313,-2.0284655511135,-0.373948085064057,-1.52678121337425,-1.15283312831019,0.000478985637087243,0.00105941962229387,True,,,,,,,SPO_tRNA-Met-3,,,,1,SPO_RS16530,0.0,
93,2429,2298715.85006925,7705474.75315238,19068650.6129781,9215270.9861962,-1.76249343312951,-3.06276076673954,-1.94211145044407,-1.30026733361002,-0.179618017314552,1.12064931629547,0.000489034929213539,0.00107093505297098,True,,,,,,,SPO2432,K21394,,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)",1,SPO_RS12355,0.0,
94,3450,29880055.5616983,21683206.1508318,21836100.3027413,150872303.983641,0.150694066255496,0.145871780899064,-2.63030013746761,-0.00482228535643258,-2.78099420372311,-2.77617191836667,0.000489275037779827,0.00108245048364808,True,,,0.0355,,,,SPO3452a,,,,1,SPO_RS17480,0.0,
95,1394,94053377.9069767,54769393.4724638,112690544.072787,311288960.252019,0.719448387871544,-0.196048046948817,-1.79287933719707,-0.915496434820362,-2.51232772506862,-1.59683129024826,0.000494087331281097,0.00109396591432519,True,,,,,,,SPO_tRNA-Leu-2,,,,1,SPO_RS07100,0.0,
96,3495,22265538.0886426,45774523.2862483,23341696.3937621,94215797.9229718,-0.984900119303084,0.0323156375921271,-2.07969967846526,1.01721575689521,-1.09479955916218,-2.11201531605739,0.000496353613427874,0.0011054813450023,True,,,,,,,SPO_tRNA-Met-4,,,,1,SPO_RS17710,0.0,
97,200,22685240.9901873,2443180.87836383,3448740.95848027,15022457.5532682,3.22263232815815,2.71957731758399,0.677404966069065,-0.503055010574161,-2.54522736208908,-2.04217235151492,0.000504319480066413,0.00111699677567941,True,,,,,,,SPO0202,K02383,,"Flagellar motility protein MotE, a chaperone for MotC folding (MotE) (PUBMED:15101977)",1,SPO_RS01030,0.0,
98,2915,15478794.5067586,37607284.3197738,23071411.5511894,102336122.878537,-1.29884432681076,-0.584446914553762,-2.71255593151002,0.714397412257,-1.41371160469926,-2.12810901695626,0.000505250150933177,0.00112851220635651,True,,,,,,,SPO2919,,,"Uncharacterized conserved protein, cupin superfamily",1,SPO_RS14805,0.0,
99,1798,12758842.6387322,74446144.4757986,41289034.365965,42497682.7257261,-2.54166892111473,-1.6935840282731,-1.6756946871429,0.84808489284163,0.865974233971829,0.0178893411301999,0.000512616455036204,0.00114002763703362,True,0.0039,,,0.015,,,SPO1796,K00123,,Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1),1,SPO_RS09135,0.0,
100,1014,30303129.7218763,9584456.17443528,6441304.36122354,23993306.5725071,1.66400845189713,2.23715942372641,0.383027570953181,0.573150971829278,-1.28098088094395,-1.85413185277323,0.000529537861031979,0.00115154306771073,True,,0.001,,,,,SPO1015,,,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",1,SPO_RS05110,1.0,3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
101,2748,170210204.870064,23884005.7259834,36202510.5555501,111841820.788014,2.82136724329932,2.22131010779822,0.649463769879005,-0.600057135501096,-2.17190347342031,-1.57184633791922,0.000541791613010003,0.00116305849838783,True,,,,,,,SPO2753,K02488,,"Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)",1,SPO_RS13985,1.0,RXN0-5359
102,3527,52061657.5839204,200442018.951858,60748085.6816002,149533674.881834,-1.94269318467694,-0.186626567553414,-1.48336804025494,1.75606661712353,0.459325144422006,-1.29674147270152,0.000543099139150744,0.00117457392906494,True,,,,,,,SPO3528,,,"Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family (YeaQ)",1,SPO_RS17875,0.0,
103,2116,34848447.8425794,159918378.38038,60925769.9775327,108731417.853442,-2.19729693290686,-0.761473208207494,-1.62000522234452,1.43582372469937,0.577291710562338,-0.858532014137033,0.000570857413512437,0.00118608935974205,True,,,,,,,SPO_tRNA-Asn-1,,,,1,SPO_RS10720,0.0,
104,388,22732913.3174767,109886040.054274,149576345.188738,80084565.3907702,-2.28164507271995,-2.72621522377129,-1.74046684853187,-0.444570151051344,0.54117822418808,0.985748375239424,0.000595592650645781,0.00119760479041916,True,0.0042,0.0004,0.0361,,,,SPO0388,K00826,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),1,SPO_RS01965,3.0,"BRANCHED-CHAINAMINOTRANSFERVAL-RXN, BRANCHED-CHAINAMINOTRANSFERLEU-RXN, BRANCHED-CHAINAMINOTRANSFERILEU-RXN"
105,3148,376386742.861708,99997382.249892,72256229.6584989,999765413.989993,1.91925756237381,2.38115036291383,-1.36264174271836,0.46189280054002,-3.28189930509217,-3.74379210563219,0.000615616397192375,0.00120912022109626,True,,,0.0148,,,,SPO3152,K17865,Ethylmalonyl pathway,Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8),1,SPO_RS15970,0.0,
106,1512,15651090.3056166,13730376.0405566,11988647.9406555,61764734.5927337,0.162921919720265,0.344036437391178,-1.99879333474873,0.181114517670913,-2.161715254469,-2.34282977213991,0.000618806420729124,0.00122063565177337,True,,,,,,,SPO1509,K08738,,Cytochrome c2 (Cyc7) (PDB:1YEA),1,SPO_RS07680,1.0,RXN-18798
107,1670,362340601.543859,805320862.509289,1171431958.67597,3415778575.50612,-1.04861480612309,-1.57460663098814,-3.25058211375608,-0.525991824865055,-2.20196730763299,-1.67597548276793,0.000621293168052529,0.00123215108245048,True,,,,,,,SPO1669,,,,0,,,
108,1502,20678807.3908174,36217431.7926678,16709984.8358388,65786985.5775296,-0.817153266571832,0.296556399830631,-1.65643603366552,1.11370966640246,-0.839282767093692,-1.95299243349615,0.000628948291731114,0.00124366651312759,True,,,0.002,,,,SPO1499,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS07635,0.0,
109,2610,625657756.505576,77879135.0459437,176020166.183223,675756118.100496,3.01025258751379,1.88150962627313,-0.0647634686349469,-1.12874296124065,-3.07501605614874,-1.94627309490808,0.000639949158011488,0.00125518194380469,True,0.0039,0.0116,,,,,SPO2615,K10680,,"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)",1,SPO_RS13265,1.0,RXN0-5101
110,1509,28727319.2937433,54949222.2104729,47675113.4849174,174957659.639906,-0.931037299385714,-0.72740063856623,-2.57210873260988,0.203636660819483,-1.64107143322416,-1.84470809404365,0.000658112289533995,0.0012666973744818,True,,,,,,,SPO1506,,,"FIST domain protein MJ1623, contains FIST_N and FIST_C domains (FIST) (PUBMED:17855421)",1,SPO_RS07665,0.0,
111,2392,10966330.3834808,103521562.255008,5290471.3758299,65823824.3578485,-3.23849836808314,1.05505069779382,-2.48509620553673,4.29354906587696,0.753402162546414,-3.54014690333055,0.000660268606954369,0.00127821280515891,True,,,,,,,SPO2393,K09386,,Carbon monoxide dehydrogenase subunit CoxG (CoxG) (PDB:2NS9),1,SPO_RS12150,0.0,
112,2420,7928301.81442198,22554726.7816065,71377062.2634034,53457728.7936155,-1.53487414337816,-3.20300265237612,-2.71961776068712,-1.66812850899795,-1.18474361730896,0.483384891688999,0.000676301385484195,0.00128972823583602,True,,,,,,,SPO2423,,,,1,SPO_RS12310,0.0,
113,4296,91107612.3011016,129519472.637813,40680348.5357816,73675127.912209,-0.513419513884684,1.15787446101714,0.344594503826371,1.67129397490183,0.858014017711056,-0.813279957190776,0.000677184824785818,0.00130124366651312,True,,,,,,,SPOA0399,,,,1,SPO_RS21855,0.0,
114,173,15371400.3674727,1928940.99862082,2521008.21704556,7332872.74961146,2.98048975545776,2.60152834624392,1.12461212757582,-0.378961409213843,-1.85587762788193,-1.47691621866809,0.000679424575275954,0.00131275909719023,True,,,,,,,SPO0175,K02393,,Flagellar basal body L-ring protein FlgH (FlgH),1,SPO_RS00895,0.0,
115,3306,43575922.9066356,255830751.913358,45782157.0955304,100277415.228304,-2.52966330404971,-0.0684344618143093,-1.13750153661772,2.4612288422354,1.39216176743198,-1.06906707480341,0.000695492336847582,0.00132427452786734,True,,,,,,,SPO3310,,,,1,SPO_RS16760,0.0,
116,2621,273326817.710884,27899192.7807685,28738010.980852,216764409.374978,3.28753335345672,3.2694758266763,0.399921452585672,-0.0180575267804137,-2.88761190087105,-2.86955437409063,0.000704034050403914,0.00133578995854444,True,,,,,,,SPO2626,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS13320,0.0,
117,3524,126497447.621457,343727087.292267,108940716.155048,181883196.744396,-1.45015992875913,0.209532960161922,-0.46539425687802,1.65969288892106,0.984765671881117,-0.674927217039943,0.000709849018456985,0.00134730538922155,True,0.0291,,,0.0258,,,SPO3525,K00405,"Cytochrome c oxidase, cbb3-type","Cbb3-type cytochrome oxidase, cytochrome c subunit FixO (CcoO) (PDB:3MK7)",1,SPO_RS17860,3.0,"CYTOCHROME-C-OXIDASE-RXN, RXN-21237, RXN1YI0-22"
118,85,23795499.9221426,28673414.745066,39072608.5021917,103220050.219853,-0.270221026760211,-0.725738736098861,-2.10923197069103,-0.45551770933865,-1.83901094393081,-1.38349323459216,0.000731072945876669,0.00135882081989866,True,,,,,,,SPO0085,,,,1,SPO_RS00430,0.0,
119,2157,43513742.1139054,7566346.0313939,11907322.7457315,32890312.6202912,2.51583674452571,1.86132690591998,0.446955466149542,-0.654509838605729,-2.06888127837617,-1.41437143977044,0.000752096032358405,0.00137033625057577,True,,,,,,,SPO2155,K02238,,"DNA uptake channel protein ComEC, N-terminal domain (ComEC)",1,SPO_RS10925,0.0,
120,368,287993723.263157,20358758.1097862,15158515.4838552,427850532.446072,3.82677792980775,4.24868883128004,-0.506278315626683,0.421910901472298,-4.33305624543443,-4.75496714690673,0.000757161552657797,0.00138185168125287,True,0.0465,,,,,,SPO0368,K14447,Ethylmalonyl pathway,"Methylmalonyl-CoA mutase, N-terminal domain/subunit (Sbm) (PDB:6OXC)!!!Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding) (Sbm) (PDB:1B1A)",1,SPO_RS01865,1.0,RXN-8958
121,3745,513239334.035087,2481666967.03303,679321714.17617,1822446522.04505,-2.28046757834941,-0.411498114789189,-1.779330511489,1.86896946356022,0.501137066860408,-1.36783239669981,0.000766313727546386,0.00139336711192998,True,0.0017,,0.0164,0.0015,,,SPO3744,K03530,,Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),1,SPO_RS19000,0.0,
122,1800,7114931.44686593,43209606.2032545,25291975.6480393,26654951.842908,-2.606378856171,-1.82650036282113,-1.85891940772198,0.779878493349869,0.747459448449021,-0.0324190449008483,0.000766559117042249,0.00140488254260709,True,,,,,,,SPO1798,K23349,,Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation (TorD) (PDB:1N1C),1,SPO_RS09145,0.0,
123,931,22386663.4214186,2752147.54411847,3530154.38825627,8719617.31194499,3.02709206524347,2.64119382120061,1.42576289426425,-0.385898244042863,-1.60132917097922,-1.21543092693636,0.000817554018345518,0.0014163979732842,True,,,,,,,SPO0931,,,"Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)",1,SPO_RS04680,0.0,
124,351,130332028.13773,27734182.0401454,15637796.9286304,342659733.410087,2.24001652518901,3.06363592653967,-1.33762661123274,0.823619401350665,-3.57764313642175,-4.40126253777242,0.000827213448956215,0.0014279134039613,True,,,0.0219,,,,SPO0352,K14451,Ethylmalonyl pathway,Citrate lyase beta subunit (CitE) (PDB:4ROQ),1,SPO_RS01790,0.0,
125,1126,32721666.0304607,310965830.632506,64729498.8020091,115844556.878124,-3.24731580452296,-1.01303653097081,-1.78844900629487,2.23427927355215,1.45886679822808,-0.775412475324067,0.00084698813519989,0.00143942883463841,True,,,,,,,SPO1125,,,Cytochrome c553 (CytC553) (PDB:6Q2U),1,SPO_RS05710,1.0,RXN-18798
126,692,354997530.484268,23439014.0149439,15979210.7713632,685478859.013248,3.92332326866973,4.47307955667406,-0.886664288730568,0.549756288004328,-4.8099875574003,-5.35974384540463,0.000851412325137982,0.00145094426531552,True,,,,,,,SPO0693,K14448,Ethylmalonyl pathway,Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),1,SPO_RS03500,18.0,"RXN-13615, RXN-14229, RXN-14278, BUTYRYL-COA-DEHYDROGENASE-RXN, ACYLCOADEHYDROG-RXN, RXN-17783, RXN-17779, RXN-17775, RXN-9526, RXN-9538, RXN-9530, RXN-9521, RXN-22455, RXN-9542, RXN-9515, RXN-9534, ENOYL-ACP-REDUCT-NADPH-RXN, RXN-8959"
127,2428,4071664.45213155,13043760.7135499,25351154.3663589,14388014.8183581,-1.68916051008427,-2.64614522832373,-1.74892537050648,-0.956984718239457,-0.0597648604222094,0.897219857817248,0.000919272316688483,0.00146245969599263,True,,,,,,,SPO2431,K11690,,"TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)",1,SPO_RS12350,0.0,
128,4234,50404688.4835397,11342534.8110148,16895727.9986346,31160696.8389121,2.15470836417471,1.57334179095621,0.748463666681875,-0.581366573218499,-1.40624469749283,-0.824878124274338,0.000939487008694961,0.00147397512666973,True,,,,,,,SPOA0337,,,,1,SPO_RS21545,0.0,
129,242,146299668.771929,1160922882.5064,313149907.116057,1100188986.9428,-3.09917131786991,-1.20628466852272,-2.97330864699412,1.89288664934718,0.125862670875786,-1.7670239784714,0.000948443776250131,0.00148549055734684,True,,,,,,,SPO_tRNA-Ala-1,,,,1,SPO_RS01245,0.0,
130,47,2947976.30201157,15407011.9572817,6308495.94757714,11021912.9409201,-2.38733953184132,-1.10075834459379,-1.85264726049862,1.28658118724752,0.534692271342702,-0.751888915904825,0.000968003755778843,0.00149700598802395,True,,,,,,,SPO0047,K03149,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP","Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis) (ThiG) (PDB:1TYG)",1,SPO_RS00240,1.0,THIAZOLSYN2-RXN
131,241,346896821.098799,1905695755.70468,1399208981.66061,2938564878.57643,-2.47128452095506,-2.0395363337144,-3.10348803723033,0.431748187240661,-0.632203516275268,-1.06395170351592,0.000988970178106055,0.00150852141870105,True,,,,,,,SPO_tRNA-Ile-1,,,,1,SPO_RS01240,0.0,
132,2430,10080212.1953775,32587388.128569,58558767.2520682,33157804.1025039,-1.68819529108471,-2.53761409064756,-1.62997360534857,-0.849418799562851,0.0582216857361395,0.907640485298991,0.00101184052636161,0.00152003684937816,True,,,,0.0005,,,SPO2433,K21395,,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)",1,SPO_RS12360,0.0,
133,2476,86330888.1833353,58257122.1783859,54713694.8411724,235622210.34153,0.574106981793466,0.661568135872705,-1.40871250504589,0.0874611540792393,-1.98281948683936,-2.0702806409186,0.00101379054363284,0.00153155228005527,True,0.0101,0.0121,0.0016,,,,SPO2479,K09705,,"Predicted sugar epimerase, cupin superfamily (CFF1) (PDB:1XE7) (PUBMED:15608122)",1,SPO_RS12590,0.0,
